Status,Player,Pos,Player_ID,url,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DPM,BPM,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3
Active,Derrick Rose,PG,rosede01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rosede01.html,455,15786,18.1,0.519,0.158,0.254,3,8.8,5.9,31.1,1.2,0.8,13.3,28,1.9,-1.3,0.6,0.45,11.6,0.842,0.324,0.159,0.127,0.231,0.158,0.478,0.566,0.439,0.425,0.41,0.3,0.258,0.014,0.661,0.077,0.333
Active,Derrick Williams,PF,willide02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willide02.html,406,8546,13.6,0.524,0.267,0.418,4.5,17.1,10.8,5.5,1.2,0.9,9.9,20.4,-1.6,-1.6,-3.1,0.433,11.8,0.733,0.368,0.129,0.075,0.16,0.267,0.483,0.634,0.272,0.397,0.349,0.295,0.653,0.104,0.923,0.277,0.367
Active,Devin Booker,SG,bookede01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bookede01.html,132,4041,13,0.532,0.309,0.29,1.6,7.9,4.7,15.7,1.1,0.7,13.3,25.4,-0.3,-2.6,-2.9,0.424,14.6,0.691,0.213,0.128,0.13,0.22,0.309,0.455,0.616,0.408,0.349,0.391,0.355,0.376,0.018,0.789,0.17,0.388
Active,Devin Harris,PG,harride01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harride01.html,820,21117,16.4,0.551,0.289,0.442,1.5,8.8,5.1,27.7,2.2,0.6,15.2,21.9,1.6,-1.1,0.5,0.435,12.7,0.711,0.348,0.11,0.087,0.166,0.289,0.48,0.58,0.377,0.396,0.385,0.324,0.292,0.007,0.769,0.141,0.419
Inactive,Devyn Marble,SG,marblde01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marblde01.html,44,457,5.5,0.366,0.47,0.348,2.6,14.4,8.4,8.8,2.4,0.5,10.8,14.5,-4.8,-0.2,-5,0.304,15.3,0.53,0.252,0.096,0.061,0.122,0.47,0.377,0.448,0.545,0.143,0.214,0.222,0.478,0.017,1,0.37,0.2
Active,Dewayne Dedmon,C,dedmode01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dedmode01.html,198,2805,15.1,0.594,0.002,0.395,12.2,26.9,19.6,2.9,1.3,4.6,16.1,13.4,-2.9,1.4,-1.4,0.565,3.9,0.998,0.64,0.24,0.062,0.057,0.002,0.566,0.664,0.382,0.432,0.382,0,0.681,0.262,0,0,0
Active,Deyonta Davis,C,davisde01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davisde01.html,25,183,10.9,0.526,0,0.385,10.3,21.7,15.8,1.7,0.3,7.3,14.9,13.2,-5.8,2,-3.8,0.513,4.9,1,0.667,0.128,0.026,0.179,0,0.513,0.615,0.6,0,0.143,0,0.7,0.282,0,0,0
Active,Diamond Stone,C,stonedi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stonedi01.html,7,24,-1.2,0.339,0,0.308,4.7,22.5,13.8,0,0,3.4,11.9,31,-17,-6.8,-23.8,0.231,10.2,1,0.308,0.231,0.154,0.308,0,0.231,0.25,0,0,0.5,0,1,0,0,0,0
Active,Dion Waiters,SG,waitedi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/waitedi01.html,323,9237,12.1,0.49,0.275,0.221,1.8,8.6,5.2,15.4,1.8,0.7,11.8,23.5,-1,-1.5,-2.5,0.413,13.4,0.725,0.317,0.086,0.069,0.253,0.275,0.44,0.518,0.301,0.401,0.4,0.341,0.323,0.028,0.844,0.303,0.367
Active,Dirk Nowitzki,PF,nowitdi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nowitdi01.html,1370,48029,22.9,0.579,0.205,0.361,3.4,21.7,12.6,12.8,1.2,1.9,8.5,26.8,3.3,0.2,3.4,0.475,14.9,0.798,0.146,0.085,0.251,0.317,0.202,0.498,0.644,0.408,0.472,0.475,0.385,0.556,0.018,0.938,0.104,0.397
Active,Domantas Sabonis,PF,sabondo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sabondo01.html,57,1235,6.6,0.472,0.352,0.094,3.1,15.9,9.5,7,1.2,1.5,15.3,14.9,-4.7,-0.1,-4.9,0.403,12.7,0.648,0.287,0.213,0.051,0.097,0.352,0.452,0.554,0.373,0.278,0.412,0.315,0.631,0.045,1,0.282,0.286
Inactive,Donald Sloan,PG,sloando01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sloando01.html,218,3749,11.9,0.491,0.288,0.233,1.6,12.1,6.8,27.1,1.1,0.2,16,17.3,-1.5,-1.8,-3.2,0.409,12.8,0.712,0.317,0.149,0.07,0.176,0.288,0.449,0.56,0.372,0.338,0.358,0.31,0.222,0.006,0.806,0.209,0.364
Active,Donatas Motiejunas,PF,motiedo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/motiedo01.html,235,4402,12.6,0.532,0.259,0.265,7.3,15.6,11.5,9.8,1.3,1.4,14.3,19.2,-1.5,-0.3,-1.8,0.474,10.3,0.741,0.266,0.404,0.052,0.019,0.259,0.532,0.646,0.49,0.372,0.286,0.307,0.664,0.025,0.992,0.413,0.319
Inactive,Dorell Wright,SF,wrighdo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wrighdo01.html,549,12280,14.4,0.538,0.433,0.211,3.5,16,9.7,10.8,1.8,1.7,10,17.6,0.1,0.3,0.4,0.424,16.3,0.567,0.214,0.084,0.064,0.205,0.433,0.469,0.656,0.37,0.298,0.368,0.365,0.594,0.058,0.963,0.37,0.398
Active,Dorian Finney-Smith,PF,finnedo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/finnedo01.html,55,1143,7.9,0.522,0.601,0.221,3.2,11.9,7.3,6.1,1.6,1.3,12.7,11.1,-2.3,1.3,-1.1,0.394,16.8,0.399,0.244,0.07,0.023,0.061,0.601,0.518,0.654,0.4,0,0.308,0.313,0.682,0.089,1,0.398,0.255
Active,Doug McDermott,SF,mcderdo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcderdo01.html,161,3260,10.7,0.551,0.399,0.148,1.9,10.1,6,5.3,0.4,0.3,7.9,17.5,-0.8,-2.7,-3.5,0.445,14.8,0.601,0.244,0.12,0.093,0.144,0.399,0.476,0.577,0.385,0.433,0.407,0.399,0.773,0.021,0.983,0.294,0.402
Active,Dragan Bender,PF,bendedr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bendedr01.html,38,481,5.8,0.474,0.653,0.065,3.6,15.7,9.4,5,0.9,3.2,17.5,13.5,-3.7,0,-3.8,0.371,18.8,0.347,0.194,0.048,0.016,0.089,0.653,0.465,0.625,0.333,0.5,0.182,0.321,0.65,0.032,1,0.284,0.391
Active,Draymond Green,PF,greendr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greendr01.html,375,9922,15.7,0.534,0.365,0.311,5.3,21.6,13.8,20.1,2.5,3,17.5,16.6,0.1,4,4.2,0.439,12.6,0.635,0.379,0.135,0.044,0.077,0.365,0.496,0.636,0.249,0.32,0.34,0.338,0.665,0.061,0.976,0.121,0.355
Inactive,Drew Gooden,PF,goodedr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/goodedr01.html,790,20127,16.3,0.514,0.046,0.301,10.6,21.7,16.1,7.6,1.4,1.8,12.1,21.6,-1.5,-0.1,-1.5,0.462,9.5,0.954,0.337,0.207,0.178,0.233,0.046,0.471,0.581,0.417,0.398,0.418,0.257,0.607,0.059,0.955,0.213,0.315
Inactive,Duje Dukan,SF,dukandu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dukandu01.html,1,24,4.2,0.3,0.5,0,9.1,9,9,5.6,2,0,0,17.7,-3.9,-2.8,-6.7,0.2,20.4,0.5,0,0.1,0,0.4,0.5,0,0,0,0,0,0.4,0,0,1,0.4,0
Inactive,Dwight Buycks,PG,buyckdw01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/buyckdw01.html,20,269,9.9,0.493,0.318,0.216,2.5,12.5,7.4,14.1,2.1,0,18.6,19.8,-3.3,-1.4,-4.7,0.375,14.7,0.682,0.239,0.125,0.091,0.227,0.318,0.35,0.524,0.091,0.625,0.2,0.429,0.286,0,0.75,0.107,0.667
Active,Dwight Howard,C,howardw01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/howardw01.html,931,32596,21.8,0.6,0.006,0.807,11.9,29.3,20.8,7.4,1.4,4.4,16.9,22.8,-0.2,2.9,2.7,0.584,3.5,0.994,0.585,0.354,0.043,0.012,0.006,0.587,0.718,0.417,0.275,0.333,0.089,0.573,0.262,1,0.143,0.375
Active,Dwight Powell,C,poweldw01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/poweldw01.html,154,2253,17.5,0.573,0.082,0.436,8.8,19.7,14.2,6.9,2.3,2.4,8.6,17.1,-0.7,1.8,1.1,0.51,8.6,0.918,0.48,0.111,0.061,0.264,0.082,0.537,0.722,0.282,0.41,0.339,0.212,0.847,0.152,1,0.327,0.235
Active,Dwyane Wade,SG,wadedw01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wadedw01.html,903,32018,24.5,0.559,0.093,0.442,4.3,11.6,8,31.1,2.5,2,13.7,31.9,4.1,1,5.2,0.485,10.4,0.907,0.353,0.156,0.137,0.26,0.093,0.505,0.657,0.459,0.387,0.389,0.288,0.323,0.072,0.386,0.158,0.313
Active,E'Twaun Moore,SG,mooreet01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mooreet01.html,359,6568,11.1,0.51,0.325,0.11,2.3,8.2,5.3,14.3,1.7,1,11.7,17.5,-1.5,-0.9,-2.3,0.433,14.6,0.675,0.172,0.2,0.125,0.18,0.325,0.463,0.595,0.498,0.354,0.371,0.372,0.413,0.01,0.903,0.312,0.396
Inactive,Earl Barron,C,barroea01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/barroea01.html,140,1985,8.6,0.417,0.026,0.263,10.9,18.1,14.5,5.3,1.2,1.2,12.2,20.5,-5.8,-1.6,-7.4,0.371,11.5,0.974,0.291,0.125,0.146,0.412,0.026,0.377,0.46,0.291,0.34,0.357,0.167,0.726,0.022,1,0.167,0.333
Inactive,Earl Clark,PF,clarkea01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/clarkea01.html,261,3630,10.2,0.465,0.222,0.201,6.2,17.9,12.1,5.7,1.2,2.9,12.5,17.4,-4.1,0.5,-3.6,0.403,13.8,0.778,0.269,0.108,0.088,0.313,0.222,0.424,0.601,0.298,0.323,0.344,0.328,0.685,0.077,1,0.256,0.281
Active,Ed Davis,PF,davised01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davised01.html,481,10036,16.8,0.575,0,0.397,12.3,22.7,17.4,6.3,1.3,3.6,11.7,14.6,-0.4,1.6,1.1,0.562,4.5,1,0.572,0.271,0.119,0.037,0,0.562,0.678,0.432,0.384,0.297,0,0.663,0.157,0,0,0
Inactive,Ekpe Udoh,PF,udohek01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/u/udohek01.html,270,4564,10.8,0.484,0.003,0.37,8.6,12.5,10.5,5.6,1.4,5.4,14.6,12.7,-3.4,2.3,-1.1,0.429,7.2,0.997,0.349,0.352,0.175,0.121,0.003,0.431,0.55,0.355,0.407,0.339,0,0.604,0.068,0,0,0
Active,Elfrid Payton,PG,paytoel01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/paytoel01.html,214,6347,14.3,0.479,0.125,0.26,4,10.8,7.3,32.4,2.3,0.9,17.7,20,-1,0.1,-0.8,0.439,8.5,0.875,0.425,0.238,0.097,0.114,0.125,0.461,0.566,0.384,0.368,0.313,0.286,0.203,0.026,0.92,0.279,0.329
Inactive,Elijah Millsap,SG,millsel01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millsel01.html,67,1097,7.7,0.44,0.368,0.375,3.6,15.9,9.8,10.7,3,1.4,19.1,16.7,-3.7,1.9,-1.8,0.332,13,0.632,0.336,0.162,0.058,0.076,0.368,0.36,0.484,0.244,0.188,0.19,0.284,0.365,0.025,0.966,0.353,0.333
Inactive,Elliot Williams,SG,williel01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/williel01.html,109,1470,9.5,0.515,0.38,0.317,2.7,9.5,6,9.8,1.5,0.3,13,17.6,-2.6,-2.7,-5.3,0.421,13.1,0.62,0.376,0.1,0.035,0.109,0.38,0.489,0.616,0.217,0.25,0.38,0.31,0.568,0.092,0.833,0.218,0.237
Inactive,Elton Brand,C,brandel01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brandel01.html,1058,34910,20.5,0.548,0.002,0.374,11,19,15,11.7,1.4,3.9,11.8,22.8,1.3,1.8,3.1,0.502,8.4,0.998,0.294,0.257,0.321,0.126,0.002,0.503,0.65,0.462,0.446,0.39,0.105,0.627,0.047,1,0.368,0
Active,Emmanuel Mudiay,PG,mudiaem01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mudiaem01.html,113,3310,10,0.45,0.281,0.254,1.9,11.2,6.5,26.1,1.5,1.1,17.5,24.4,-2.7,-1.4,-4.1,0.365,12.7,0.719,0.314,0.117,0.134,0.153,0.281,0.385,0.486,0.276,0.301,0.338,0.315,0.314,0.021,0.797,0.133,0.288
Active,Enes Kanter,C,kanteen01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kanteen01.html,421,8980,19.4,0.574,0.028,0.303,14.1,21.5,17.8,5,0.9,1.7,13.5,23.3,-0.5,-2.1,-2.5,0.531,6.5,0.972,0.508,0.218,0.118,0.129,0.028,0.537,0.653,0.437,0.405,0.366,0.32,0.54,0.054,0.969,0.65,0.323
Active,Eric Bledsoe,PG,bledser01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bledser01.html,408,10994,17.5,0.547,0.247,0.373,3.5,12.4,7.9,27.3,2.6,1.4,18.3,23.6,1.2,0.8,2,0.446,12.4,0.753,0.33,0.149,0.084,0.19,0.247,0.483,0.618,0.383,0.403,0.362,0.333,0.197,0.021,0.583,0.164,0.314
Active,Eric Gordon,SG,gordoer01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gordoer01.html,470,15764,14.9,0.56,0.408,0.306,1.5,7.2,4.3,16,1.6,0.7,12.7,22.9,1.6,-2.2,-0.5,0.433,14.9,0.592,0.274,0.129,0.045,0.143,0.408,0.468,0.587,0.353,0.325,0.389,0.383,0.437,0.021,0.86,0.125,0.378
Inactive,Eric Moreland,PF,moreler01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/moreler01.html,11,50,8.7,0.571,0,0.571,6.5,19.4,13,2.6,0,6.5,25.5,10,-6,1.4,-4.5,0.571,3,1,0.429,0.571,0,0,0,0.571,1,0.25,0,0,0,0.75,0.286,0,0,0
Inactive,Erick Green,PG,greener01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greener01.html,52,452,9.3,0.439,0.297,0.08,2.4,6.7,4.5,14.7,1.4,0,7.2,18.7,-2.5,-2.6,-5.1,0.377,17.2,0.703,0.069,0.131,0.137,0.366,0.297,0.415,0.667,0.478,0.333,0.375,0.288,0.451,0.017,0.933,0.308,0.375
Active,Ersan Ilyasova,PF,ilyaser01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/ilyaser01.html,583,14230,15.9,0.534,0.316,0.224,8.2,19.4,13.7,7.9,1.5,1.2,9,20.7,0.4,-0.5,-0.1,0.443,13.9,0.684,0.297,0.099,0.084,0.204,0.316,0.478,0.589,0.331,0.373,0.431,0.367,0.711,0.009,0.954,0.133,0.378
Active,Evan Fournier,SG,fournev01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fournev01.html,297,7684,13.1,0.559,0.398,0.259,1.9,9.2,5.5,13.3,1.5,0.2,12.5,20.7,0.7,-1.8,-1.1,0.445,14,0.602,0.301,0.144,0.054,0.103,0.398,0.488,0.627,0.348,0.377,0.333,0.379,0.466,0.019,0.85,0.204,0.404
Active,Evan Turner,SG,turneev01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turneev01.html,519,14701,12.4,0.491,0.138,0.215,2.2,17.6,9.8,20.5,1.5,0.6,15.2,20.1,-2.5,0.5,-2,0.432,12.1,0.862,0.222,0.163,0.262,0.215,0.138,0.453,0.605,0.383,0.419,0.391,0.302,0.355,0.02,0.916,0.447,0.36
Inactive,Festus Ezeli,C,ezelife01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/ezelife01.html,170,2394,13.4,0.536,0,0.543,13.8,18.9,16.5,3.7,1,5.3,16.7,14.6,-3,1.9,-1.1,0.513,3.9,1,0.58,0.317,0.073,0.03,0,0.513,0.646,0.382,0.154,0.188,0,0.702,0.293,0,0,0
Inactive,Francisco Garcia,SF,garcifr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/garcifr01.html,549,11853,12.3,0.541,0.445,0.21,2.7,11,6.8,10,1.9,2.4,12,17,-0.4,0,-0.3,0.427,16.7,0.555,0.21,0.055,0.067,0.223,0.445,0.484,0.654,0.379,0.365,0.385,0.357,0.554,0.013,0.916,0.336,0.397
Active,Frank Kaminsky,C,kaminfr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kaminfr01.html,136,3098,12.5,0.5,0.406,0.232,3.9,16.6,10.2,10.9,1.3,1.9,8.6,19.1,-1.4,0.2,-1.2,0.4,13.6,0.594,0.281,0.21,0.054,0.048,0.406,0.454,0.544,0.409,0.271,0.34,0.322,0.61,0.026,0.993,0.126,0.339
Active,Fred VanVleet,PG,vanvlfr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vanvlfr01.html,21,145,13.8,0.456,0.295,0.18,2.3,12.6,7.4,18.6,3.5,0.6,5.7,21.4,-0.8,-0.5,-1.4,0.361,13.1,0.705,0.328,0.148,0.066,0.148,0.295,0.349,0.4,0.111,0.5,0.444,0.389,0.4,0,0.857,0.278,0.8
Inactive,Furkan Aldemir,PF,aldemfu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/aldemfu01.html,41,540,12,0.517,0.064,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,-2.7,2,-0.7,0.513,5.9,0.936,0.628,0.167,0.013,0.128,0.064,0.548,0.694,0.154,1,0.3,0,0.45,0.128,0,0,0
Inactive,Gal Mekel,PG,mekelga01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mekelga01.html,35,335,4.8,0.355,0.217,0.113,1.7,7.9,4.8,31.7,0.9,0.2,22.9,19.6,-6.3,-3.8,-10.1,0.311,11.7,0.783,0.217,0.283,0.17,0.113,0.217,0.337,0.609,0.2,0.278,0.25,0.217,0.357,0,1,0.348,0.25
Active,Garrett Temple,SG,templga01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/templga01.html,358,6345,9.5,0.51,0.443,0.246,2.6,9.6,6.1,12.7,2.2,1.2,14.9,14.3,-1.8,0.6,-1.1,0.402,16.1,0.557,0.235,0.065,0.068,0.19,0.443,0.45,0.585,0.35,0.381,0.339,0.342,0.528,0.014,0.923,0.445,0.359
Active,Gary Harris,SG,harriga01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harriga01.html,165,4137,12.2,0.545,0.402,0.192,2.7,7.8,5.2,9.7,2.1,0.6,10.9,17.2,0.4,-0.8,-0.5,0.444,13.6,0.598,0.342,0.088,0.07,0.098,0.402,0.513,0.602,0.381,0.415,0.389,0.343,0.627,0.061,0.946,0.324,0.345
Active,Gary Neal,SG,nealga01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nealga01.html,352,7507,12.6,0.532,0.398,0.179,1.2,10.2,5.8,12.4,1,0.1,10.1,22,-0.2,-2.3,-2.5,0.422,17.4,0.602,0.071,0.153,0.151,0.227,0.398,0.448,0.526,0.436,0.481,0.41,0.382,0.46,0,0.707,0.18,0.407
Active,George Hill,PG,hillge01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hillge01.html,582,16824,15.2,0.565,0.357,0.299,2.3,10.2,6.3,18.7,1.7,0.8,11.1,18.3,1.7,0.4,2.1,0.452,14.8,0.643,0.233,0.127,0.107,0.176,0.357,0.493,0.646,0.441,0.42,0.372,0.378,0.343,0.015,0.787,0.357,0.399
Active,Georges Niang,PF,niangge01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/niangge01.html,22,90,0,0.285,0.333,0.056,2.5,17.2,10,7.8,1.7,0,11.9,20.8,-9.9,-2.3,-12.1,0.25,11.9,0.667,0.306,0.25,0.083,0.028,0.333,0.333,0.455,0.333,0,0,0.083,0.625,0,1,0.25,0.333
Active,Georgios Papagiannis,C,papagge01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/papagge01.html,4,18,13,0.75,0,0,6.5,25.8,16.2,0,0,5.2,20,12.5,-5.5,-3.1,-8.6,0.75,3.5,1,0.5,0.5,0,0,0,0.75,1,0.5,0,0,0,0.667,0.5,0,0,0
Active,Gerald Green,SG,greenge01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenge01.html,533,10496,13.2,0.53,0.422,0.192,3,11.2,7.1,8.6,1.3,1.1,11.4,23.6,-0.3,-2,-2.3,0.42,16.9,0.578,0.162,0.077,0.128,0.211,0.422,0.462,0.617,0.408,0.417,0.391,0.362,0.474,0.057,0.866,0.273,0.385
Active,Gerald Henderson,SG,hendege02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hendege02.html,515,13444,13.6,0.518,0.143,0.306,2.5,11.7,7,12.9,1.3,1.1,10,21.2,-1.2,-0.9,-2.2,0.443,13.3,0.859,0.231,0.111,0.173,0.343,0.141,0.462,0.635,0.338,0.413,0.412,0.327,0.556,0.051,0.921,0.38,0.387
Inactive,Gerald Wallace,SF,wallage01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wallage01.html,832,24731,16.3,0.549,0.174,0.469,5.3,17.9,11.5,11.7,2.6,2.1,14.1,19.5,0.1,2.3,2.4,0.469,8.7,0.826,0.543,0.081,0.027,0.175,0.174,0.502,0.587,0.33,0.307,0.351,0.312,0.553,0.085,0.963,0.473,0.33
Active,Giannis Antetokounmpo,SF,antetgi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/antetgi01.html,292,9175,17.7,0.567,0.133,0.44,4.9,19.4,12.2,17.8,1.8,3.4,15.3,21.3,0.3,1.9,2.2,0.495,8.4,0.867,0.499,0.16,0.061,0.146,0.133,0.528,0.666,0.332,0.323,0.36,0.279,0.49,0.146,0.737,0.181,0.23
Inactive,Glen Davis,PF,davisgl01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davisgl01.html,514,10865,12.4,0.494,0.015,0.345,8.2,15.9,12.1,6.9,1.7,1.3,11.3,20.1,-2.8,0.6,-2.3,0.447,9.7,0.985,0.351,0.188,0.135,0.31,0.015,0.451,0.607,0.365,0.377,0.358,0.182,0.689,0.021,0.7,0.127,0.286
Inactive,Glen Rice,SG,ricegl02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/ricegl02.html,16,152,3.8,0.372,0.462,0.25,4.5,13.9,9.1,8.5,2,0.5,16,20.4,-6.2,-1.1,-7.3,0.269,17.5,0.538,0.212,0.096,0.115,0.115,0.462,0.286,0.636,0.2,0,0,0.25,0.625,0.077,1,0.167,0.5
Active,Glenn Robinson,SF,robingl02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/robingl02.html,135,1973,10.6,0.527,0.311,0.248,4.3,13,8.7,5.8,1.3,1.2,9.9,13.8,-2.1,-0.5,-2.6,0.441,12.2,0.689,0.228,0.098,0.06,0.204,0.311,0.474,0.588,0.449,0.4,0.392,0.368,0.62,0.082,1,0.484,0.427
Active,Goran Dragic,PG,dragigo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dragigo01.html,623,17088,17.2,0.563,0.286,0.303,3.1,8.8,6,28.4,1.9,0.5,16.3,22.6,2.4,-1.1,1.3,0.472,12.5,0.714,0.324,0.123,0.135,0.133,0.286,0.516,0.667,0.384,0.399,0.392,0.363,0.259,0.007,0.66,0.214,0.379
Active,Gordon Hayward,SF,haywago01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/haywago01.html,494,15414,17.6,0.562,0.305,0.396,2.7,12.7,7.7,18.7,1.7,1.1,13,23.2,2.3,-0.3,2,0.441,14.3,0.695,0.229,0.144,0.101,0.221,0.305,0.475,0.634,0.372,0.431,0.398,0.364,0.437,0.053,0.861,0.213,0.388
Active,Gorgui Dieng,PF,dienggo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dienggo01.html,272,7056,16.3,0.573,0.031,0.384,9.8,21.9,15.8,9.5,1.8,3.8,15.8,15.6,-0.4,2.4,2,0.515,8.3,0.969,0.394,0.214,0.161,0.198,0.031,0.521,0.655,0.384,0.502,0.417,0.339,0.705,0.109,1,0.607,0.441
