Season,Player,Pos,Player_ID,url,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3
Inactive,Greg Smith,C,smithgr02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithgr02.html,22,70,1110,16.1,0.636,0.004,0.474,11.5,21.2,16.4,3.5,0.8,2.7,11,14.7,2.8,1.2,4,0.172,-0.4,-0.1,-0.5,0.4,0.62,2.8,0.996,0.723,0.266,0,0.007,0.004,0.623,0.717,0.37,0,0.5,0,0.753,0.277,0,0,0
Inactive,Greg Stiemsma,C,stiemgr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stiemgr01.html,27,76,1209,10.5,0.498,0,0.248,5.6,19.5,12.3,3.9,1.9,5.8,16.1,13.6,-0.3,2,1.7,0.069,-5.1,3.7,-1.4,0.2,0.457,10.2,1,0.356,0.129,0.119,0.396,0,0.457,0.586,0.278,0.485,0.391,0,0.913,0.09,0,0,0
Inactive,Greivis Vasquez,PG,vasqugr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vasqugr01.html,26,78,2685,16.3,0.502,0.24,0.152,1.9,13.3,7.5,44.9,1.3,0.2,18.6,23,3,0.7,3.8,0.067,2,-2,0.1,1.4,0.433,11.9,0.76,0.208,0.369,0.085,0.098,0.24,0.462,0.569,0.424,0.419,0.414,0.342,0.166,0,0.747,0.107,0.615
Inactive,Gustavo Ayon,C,ayongu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/ayongu01.html,27,36.66666667,489.3333333,13.7,0.539666667,0,0.296333333,9.866666667,22.6,16.1,13.93333333,1.833333333,1.8,19,14.6,0.266666667,0.533333333,0.766666667,0.09,-2.266666667,1.633333333,-0.6,0.066666667,0.595,4.4,1,0.571,0.286,0.071,0.071,0,0.595,0.792,0.333,0,0.667,0,0.64,0.048,0,0,0
Inactive,Hakim Warrick,PF,warriha01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/warriha01.html,30,18.66666667,326,17.2,0.547666667,0.012,0.687,3.2,11,7,5.966666667,3.466666667,0.666666667,8.366666667,20.83333333,-0.1,0.066666667,0,0.115,-1.6,-1.6,-3.2,-0.4,0.405,10.4,0.982,0.319,0.147,0.209,0.307,0.018,0.413,0.519,0.292,0.441,0.34,0,0.667,0.104,0,0.333,0
Inactive,Hamed Haddadi,C,haddaha01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/haddaha01.html,27,20,214.6666667,9.6,0.423,0,0.278,14.63333333,23.6,19.03333333,5.933333333,0.9,6.266666667,22.53333333,16.6,-0.3,0.366666667,0.066666667,0.016333333,-6.166666667,2.633333333,-3.466666667,-0.066666667,0.459,5.7,1,0.541,0.23,0.148,0.082,0,0.459,0.606,0.214,0.444,0.2,0,0.536,0.148,0,0,0
Inactive,Harrison Barnes,SF,barneha02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/barneha02.html,20,81,2058,11,0.526,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,2.8,0.065,-2.1,-0.3,-2.4,-0.2,0.439,11.4,0.769,0.323,0.204,0.111,0.131,0.231,0.464,0.685,0.359,0.2,0.305,0.359,0.567,0.115,0.923,0.297,0.442
Inactive,Hasheem Thabeet,C,thabeha01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thabeha01.html,25,66,770,11.6,0.619,0,0.5,11.1,17.5,14.5,2,2,5.9,24.1,10.1,0.7,1.5,2.2,0.134,-2.1,3,0.8,0.5,0.604,2.9,1,0.802,0.113,0.066,0.019,0,0.604,0.682,0.333,0.143,0.5,0,0.656,0.292,0,0,0
Inactive,Hedo Turkoglu,SF,turkohe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turkohe01.html,33,11,189,3.4,0.288,0.453,0.113,2.4,13.2,7.8,17.2,1.9,0.4,17.7,16.3,-0.6,0.1,-0.5,-0.116,-6.6,-0.6,-7.3,-0.3,0.264,15.4,0.547,0.245,0.132,0.057,0.113,0.453,0.448,0.692,0.429,0,0.167,0.042,0.385,0,0,0.167,0
Inactive,Henry Sims,C,simshe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/simshe01.html,22,2,5,29.2,0.667,0,0,46.8,0,23.8,0,0,0,25,37.2,0,0,0,0.061,4.1,-13.2,-9.1,0,0.667,1.3,1,1,0,0,0,0,0.667,0.667,0,0,0,0,0,0,0,0,0
Inactive,Ian Mahinmi,C,mahinia01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mahinia01.html,26,80,1322,10.6,0.497,0.006,0.52,9.9,16.2,13.1,3.3,1.6,3.7,18.5,17.1,-0.4,2.6,2.3,0.083,-4.7,2,-2.7,-0.2,0.453,8.7,0.994,0.413,0.213,0.07,0.298,0.006,0.456,0.647,0.329,0.217,0.337,0,0.698,0.116,0,0,0
Inactive,Iman Shumpert,SG,shumpim01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/shumpim01.html,22,45,996,11.7,0.516,0.462,0.171,3.5,12.8,8,11.6,2.3,0.6,11.1,15.6,1,1,1.9,0.094,0.2,0.4,0.6,0.7,0.396,15.7,0.538,0.291,0.062,0.04,0.145,0.462,0.392,0.438,0.235,0.273,0.4,0.402,0.362,0.018,0.961,0.417,0.434
Inactive,Isaiah Thomas,PG,thomais02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thomais02.html,23,79,2122,17.5,0.574,0.386,0.345,1.5,7.3,4.4,24.6,1.6,0.1,12.7,23,5.2,-0.1,5,0.114,3.5,-3.7,-0.2,1,0.44,14.1,0.614,0.238,0.204,0.077,0.095,0.386,0.491,0.682,0.371,0.422,0.329,0.358,0.347,0,0.704,0.231,0.351
Inactive,Ish Smith,PG,smithis01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithis01.html,24,34.66666667,344,9.266666667,0.392666667,0.183333333,0.034666667,2.233333333,10.83333333,6.433333333,26.63333333,2.266666667,1.366666667,18.66666667,17.23333333,-0.533333333,0.266666667,-0.3,-0.021333333,-5,-0.7,-5.733333333,-0.366666667,0.395,11.7,0.767,0.279,0.233,0.093,0.163,0.233,0.394,0.5,0.5,0,0.286,0.4,0.308,0.023,1,0.2,0
Inactive,Ivan Johnson,PF,johnsiv01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsiv01.html,28,69,1035,15.7,0.546,0.037,0.368,8.5,20.7,14.7,7.4,2.8,1,14.7,21.7,0.6,1.7,2.3,0.106,-2.7,0.6,-2.1,0,0.52,8.5,0.963,0.494,0.171,0.031,0.267,0.037,0.536,0.67,0.426,0.182,0.4,0.077,0.658,0.118,1,0.077,0
Inactive,J.J. Barea,PG,bareajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bareajo01.html,28,74,1713,14.1,0.51,0.369,0.177,2.2,11.9,6.9,30.6,1,0,15.1,25.1,0.8,1,1.9,0.053,1.1,-2.1,-1,0.4,0.417,13.8,0.631,0.303,0.144,0.084,0.099,0.369,0.458,0.57,0.339,0.344,0.387,0.346,0.183,0,0.588,0.164,0.348
Inactive,J.J. Hickson,C,hicksjj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hicksjj01.html,24,80,2323,19.7,0.591,0.003,0.36,13.2,28.5,20.7,6.6,1.1,1.7,14.4,19.9,4.6,2.3,6.9,0.142,-0.2,0,-0.3,1,0.562,5.2,0.997,0.583,0.196,0.122,0.095,0.003,0.563,0.671,0.342,0.462,0.493,0,0.672,0.176,0,0.5,0
Inactive,J.J. Redick,SG,redicjj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/redicjj01.html,28,52,1586,14.23333333,0.564,0.511666667,0.214333333,0.8,7.1,3.933333333,19.16666667,0.8,0.3,11.93333333,20.56666667,2.666666667,0.333333333,3,0.088666667,1.9,-3.2,-1.3,0.4,0.403,18.4,0.493,0.141,0.081,0.054,0.218,0.507,0.49,0.571,0.375,0.313,0.523,0.318,0.694,0,0.917,0.199,0.4
Inactive,J.R. Smith,SG,smithjr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithjr01.html,27,80,2678,17.6,0.522,0.349,0.249,2.7,16.3,9.3,14.5,2,0.8,8.8,26.5,4,2.7,6.7,0.12,1.8,-0.5,1.3,2.2,0.422,16.4,0.651,0.169,0.122,0.096,0.264,0.349,0.458,0.64,0.342,0.375,0.424,0.356,0.172,0.024,0.813,0.156,0.353
Inactive,JaVale McGee,C,mcgeeja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcgeeja01.html,25,79,1433,20.7,0.589,0.002,0.353,12.6,17.1,14.9,2.7,1.1,8.5,12.9,21.1,2.7,2.2,4.9,0.163,-0.5,2,1.5,1.2,0.575,3.9,0.998,0.647,0.237,0.078,0.036,0.002,0.574,0.704,0.352,0.366,0.158,1,0.689,0.37,1,0,0
Inactive,Jae Crowder,SF,crowdja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/crowdja01.html,22,78,1353,10.2,0.491,0.523,0.199,2.9,12.3,7.7,10,2.4,1,10.9,15.1,0.2,1.3,1.5,0.055,-0.9,0.4,-0.5,0.5,0.384,17.9,0.477,0.177,0.071,0.038,0.191,0.523,0.446,0.677,0.231,0.286,0.343,0.328,0.667,0.016,0.937,0.224,0.488
Inactive,Jamaal Tinsley,PG,tinslja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tinslja01.html,34,66,1221,10.6,0.467,0.543,0.111,1.6,9.5,5.5,34.1,2.8,0.9,30.2,13.1,-0.2,1,0.9,0.035,-2,-1,-3,-0.3,0.368,18.1,0.457,0.107,0.175,0.081,0.094,0.543,0.439,0.52,0.488,0.316,0.364,0.307,0.298,0,0.846,0.079,0.3
Inactive,Jamal Crawford,SG,crawfja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/crawfja01.html,32,76,2230,16.8,0.558,0.39,0.244,1.2,5.6,3.4,14.4,1.9,0.5,11.5,26,3.7,1.7,5.4,0.116,2,-2.6,-0.6,0.8,0.438,17.4,0.61,0.098,0.136,0.114,0.262,0.39,0.477,0.64,0.5,0.474,0.406,0.376,0.399,0.004,0.899,0.381,0.358
Inactive,Jameer Nelson,PG,nelsoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nelsoja01.html,30,56,1977,14.4,0.498,0.455,0.131,1.3,10.6,6,33.3,1.9,0.2,15.7,22.5,1.1,1,2.1,0.05,1.6,-1.7,-0.1,0.9,0.392,16.5,0.545,0.217,0.108,0.073,0.147,0.455,0.435,0.574,0.429,0.263,0.322,0.341,0.168,0,0.579,0.085,0.433
Inactive,James Anderson,SG-SF,anderja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderja01.html,23,39,401,13.9,0.539,0.476,0.222,5.2,15,10.2,15.8,1.9,0.9,15.3,18,0.4,0.4,0.9,0.106,-0.1,0,-0.1,0.2,0.406,15.9,0.515,0.287,0.099,0.059,0.069,0.485,0.481,0.517,0.5,0.333,0.429,0.327,0.44,0.05,1,0.327,0.438
Inactive,James Harden,SG,hardeja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hardeja01.html,23,78,2985,23,0.6,0.364,0.592,2.4,11.9,7.2,25.7,2.4,1,14.9,29,9.8,3,12.8,0.206,5.4,0.1,5.5,5.7,0.438,13.7,0.636,0.308,0.149,0.049,0.13,0.364,0.477,0.65,0.296,0.318,0.333,0.368,0.241,0.035,0.475,0.033,0.25
Inactive,James Johnson,SF,johnsja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsja01.html,25,54,878,10.2,0.442,0.074,0.237,6.2,12.9,9.5,10.2,2.4,4.5,17.9,19.3,-1.1,0.6,-0.5,-0.028,-4.5,1.5,-3,-0.2,0.413,9.3,0.926,0.389,0.226,0.053,0.258,0.074,0.439,0.582,0.406,0.2,0.301,0.095,0.47,0.081,1,0.381,0.125
Inactive,James Jones,SF,jonesja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jonesja02.html,32,38,221,8.1,0.478,0.869,0.066,0,11.6,6.1,8.4,0.5,2.2,4.6,14.2,0.1,0.2,0.2,0.054,-1.4,-2.3,-3.7,-0.1,0.344,23.5,0.131,0.016,0,0.033,0.082,0.869,0.625,1,0,1,0.4,0.302,1,0,0.938,0.453,0.375
Inactive,James White,SF,whiteja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/whiteja02.html,30,57,435,9.1,0.503,0.353,0.164,1.3,12,6.5,10.3,1.6,0.8,12,15.2,0.1,0.3,0.5,0.051,-2.6,-0.9,-3.4,-0.2,0.431,14.5,0.647,0.302,0.069,0.06,0.216,0.353,0.48,0.6,0.5,0.429,0.32,0.341,0.5,0.06,0.857,0.463,0.368
Inactive,Jan Vesely,PF,veselja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/veselja01.html,22,51,601,7.6,0.48,0.009,0.342,7.9,14.7,11.3,7.3,1.3,2.2,17.1,12,-0.1,0.8,0.7,0.059,-4.4,1.9,-2.5,-0.1,0.5,5.6,0.991,0.57,0.202,0.105,0.114,0.009,0.504,0.662,0.348,0.25,0.231,0,0.86,0.246,0,0,0
Inactive,Jannero Pargo,PG,pargoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pargoja01.html,33,16,253.5,8.575,0.44025,0.55825,0.06,1.65,5.875,3.75,22.925,1.5,0.475,15.725,21.675,-0.2,0.1,-0.1,-0.0265,-2.25,-3.725,-6.025,-0.2,0.401,20.3,0.465,0.099,0.035,0.092,0.239,0.535,0.424,0.5,0,0.385,0.471,0.382,0.25,0,0.793,0.197,0.4
Inactive,Jared Cunningham,SG,cunnija01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/cunnija01.html,21,8,26,14.8,0.538,0.214,0.143,4.4,8.4,6.4,6.8,2,0,11.8,29.6,0,0,0,0.033,-1.8,-4.5,-6.3,0,0.429,11.4,0.786,0.357,0.143,0.071,0.214,0.214,0.364,0.6,0,0,0.333,0.667,0.5,0,1,1,0.667
Inactive,Jared Dudley,SF,dudleja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dudleja01.html,27,79,2170,14.9,0.582,0.405,0.242,4.1,8.9,6.4,14.9,1.8,0.3,12,17.2,3.9,0.9,4.8,0.106,2.1,-1,1.1,1.7,0.468,16.4,0.595,0.218,0.054,0.07,0.253,0.405,0.52,0.664,0.417,0.362,0.462,0.391,0.787,0.015,1,0.325,0.398
Inactive,Jared Jeffries,PF,jeffrja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jeffrja01.html,31,38,350,2.4,0.343,0.037,0.426,8.5,11.4,10,5.6,0.9,1.3,21,10.6,-0.4,0.1,-0.3,-0.042,-6.1,0,-6,-0.4,0.296,9.2,0.963,0.5,0.111,0.019,0.333,0.037,0.308,0.444,0.167,0,0.167,0,0.438,0.037,0,0,0
Inactive,Jared Sullinger,PF,sullija01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sullija01.html,20,45,892,13.5,0.534,0.022,0.28,12.6,22.1,17.5,6.2,1.3,1.9,10.3,14.9,1.3,1.4,2.7,0.146,-1.6,0.9,-0.6,0.3,0.493,7.7,0.978,0.453,0.236,0.067,0.222,0.022,0.5,0.667,0.302,0.533,0.36,0.2,0.555,0.04,1,0.4,0
Inactive,Jarrett Jack,SG,jackja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jackja01.html,29,79,2349,15.9,0.542,0.237,0.231,1,10.1,5.7,29.9,1.3,0.4,14.3,21,3.9,1.8,5.6,0.115,1,-1.4,-0.4,1,0.452,15.8,0.763,0.089,0.18,0.187,0.308,0.237,0.466,0.592,0.442,0.456,0.451,0.404,0.22,0,0.683,0.167,0.441
Inactive,Jarvis Varnado,PF,varnaja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/varnaja01.html,24,8.666666667,38.66666667,3.3,0.437,0,0.523666667,4.833333333,13.76666667,9.466666667,7.433333333,1.266666667,2.3,39.33333333,13.16666667,-0.066666667,0.033333333,-0.066666667,-0.032666667,-7.333333333,1.033333333,-6.3,-0.066666667,0.333,4,1,0.333,0.667,0,0,0,0.333,0,0.5,0,0,0,1,0,0,0,0
Inactive,Jason Collins,C,collija04,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/collija04.html,34,25.33333333,256,2.966666667,0.426,0,0.913333333,5.566666667,12.2,8.9,3.533333333,1.7,3.133333333,27.56666667,7.5,-0.1,0.333333333,0.233333333,0.036666667,-6.166666667,2.866666667,-3.333333333,-0.066666667,0.167,16,1,0,0.167,0,0.833,0,0.167,0,0,0,0.2,0,1,0,0,0,0
Inactive,Jason Kidd,SG,kiddja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kiddja01.html,39,76,2043,13.5,0.532,0.795,0.117,2.8,16.2,9.3,17.8,3.3,1.1,15,11.6,2.6,2.8,5.4,0.128,1.7,2.7,4.4,3.3,0.372,22,0.205,0.071,0.049,0.01,0.076,0.795,0.452,0.552,0.5,0.5,0.323,0.351,0.237,0,0.895,0.243,0.354
Inactive,Jason Maxiell,PF,maxieja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/maxieja01.html,29,72,1789,11.3,0.478,0,0.317,8.5,18,13.2,4.7,0.9,4.2,13.5,15.3,0.1,1.7,1.8,0.047,-3.7,1.1,-2.6,-0.3,0.446,9.7,1,0.333,0.19,0.144,0.333,0,0.446,0.645,0.448,0.288,0.316,0,0.75,0.147,0,0,0
Inactive,Jason Richardson,SG,richaja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/richaja01.html,32,33,936,12.6,0.495,0.497,0.098,2.2,13.4,7.7,8.6,2.3,1.2,6.9,18.5,0.3,1.1,1.4,0.07,-0.5,-0.1,-0.6,0.3,0.402,17.7,0.503,0.134,0.101,0.095,0.173,0.497,0.462,0.622,0.441,0.406,0.379,0.341,0.654,0.009,0.912,0.269,0.444
Inactive,Jason Smith,C,smithja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithja02.html,26,51,876,16.8,0.544,0.012,0.299,8.6,16.9,12.7,7,0.9,4.3,12.5,23.4,1.1,0.6,1.7,0.095,-1.5,-0.6,-2.1,0,0.49,12.3,0.988,0.243,0.1,0.173,0.472,0.012,0.496,0.602,0.353,0.424,0.497,0,0.85,0.067,0,0.25,0
Inactive,Jason Terry,SG,terryja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/terryja01.html,35,79,2124,12.8,0.566,0.511,0.202,1.1,7.6,4.4,14.9,1.6,0.4,12.6,18,2.1,1.9,4,0.091,0.7,-1.3,-0.6,0.7,0.434,18.7,0.489,0.116,0.06,0.119,0.194,0.511,0.498,0.56,0.487,0.455,0.492,0.372,0.684,0.005,0.878,0.275,0.418
Inactive,Jason Thompson,PF,thompja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thompja02.html,26,82,2285,14.6,0.533,0.004,0.277,8.4,19.5,13.8,6,1.1,2.1,10.8,18.2,2.7,0.9,3.6,0.075,-1.3,-0.7,-2,0,0.502,8.2,0.996,0.333,0.332,0.142,0.189,0.004,0.504,0.641,0.437,0.462,0.411,0,0.679,0.089,0,0,0
Inactive,Jeff Adrien,PF,adrieje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/adrieje01.html,26,52,713,13.4,0.493,0.012,0.595,10.6,21.2,15.7,8.3,1.3,3.1,13.1,15.6,0.5,0.4,1,0.064,-3,-0.2,-3.3,-0.2,0.429,9,0.988,0.363,0.208,0.143,0.274,0.012,0.434,0.508,0.429,0.417,0.348,0,0.639,0.065,0,0,0
Inactive,Jeff Ayres,PF,pendeje02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pendeje02.html,25,37,369,14.5,0.533,0.032,0.183,8.9,22.2,15.7,7.2,0.9,2.4,14.5,19.7,0.3,0.7,1,0.129,-3.5,0.6,-2.9,-0.1,0.484,12,0.968,0.254,0.143,0.135,0.437,0.032,0.484,0.594,0.444,0.706,0.364,0.5,0.797,0.103,1,0.5,0.5
Inactive,Jeff Green,PF,greenje02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenje02.html,26,81,2252,15,0.561,0.226,0.329,3,13.4,8.3,9.6,1.3,2.4,12.5,22.2,1.9,2.8,4.7,0.099,-0.9,0.1,-0.8,0.7,0.467,11.5,0.774,0.371,0.159,0.067,0.177,0.226,0.49,0.659,0.258,0.389,0.385,0.385,0.497,0.067,0.957,0.577,0.457
Inactive,Jeff Teague,PG,teaguje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/teaguje01.html,24,80,2628,16.8,0.543,0.255,0.232,1.1,6.7,3.9,36.1,2.3,0.8,17.6,23,3.5,2.6,6.1,0.111,0.8,-1.5,-0.7,0.8,0.451,11.4,0.745,0.337,0.213,0.077,0.119,0.255,0.482,0.595,0.386,0.427,0.371,0.359,0.203,0.022,0.719,0.097,0.375
Inactive,Jeffery Taylor,SF,tayloje03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tayloje03.html,23,77,1507,10.3,0.531,0.386,0.258,3.8,7.7,5.7,7,1.6,0.8,9.7,14.9,1.2,0,1.2,0.039,-0.9,-2.4,-3.3,-0.5,0.431,13.7,0.614,0.356,0.055,0.068,0.135,0.386,0.486,0.627,0.136,0.259,0.37,0.344,0.681,0.098,0.981,0.403,0.419
Inactive,Jeremy Evans,PF,evansje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/evansje01.html,25,37,215,19.9,0.641,0.023,0.75,14,17.6,15.8,8,2,4.8,12,14.1,0.7,0.3,0.9,0.208,1.6,2.1,3.7,0.3,0.614,6.3,0.977,0.568,0.182,0.023,0.205,0.023,0.628,0.76,0.375,1,0.444,0,0.63,0.341,0,0,0
Inactive,Jeremy Lamb,SF,lambje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lambje01.html,20,23,147,11.2,0.479,0.441,0.206,4.2,9.4,7,5.4,0.7,1,7.5,24.8,0.1,0.1,0.2,0.058,-2.3,-4.8,-7.1,-0.2,0.353,16.4,0.559,0.147,0.162,0.074,0.176,0.441,0.395,0.4,0.364,0.4,0.417,0.3,0.533,0.029,0.889,0.133,0.25
Inactive,Jeremy Lin,PG,linje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/linje01.html,24,82,2640,14.9,0.538,0.287,0.307,1.4,9.1,5.3,29.4,2.5,0.8,18.8,20.8,3,2.5,5.4,0.099,0.4,-0.1,0.3,1.5,0.441,12.4,0.713,0.333,0.175,0.049,0.156,0.287,0.483,0.635,0.318,0.227,0.421,0.339,0.272,0.003,0.828,0.195,0.34
Inactive,Jeremy Pargo,PG-SG,pargoje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pargoje01.html,26,39,655,10.4,0.478,0.296,0.248,1.3,7.5,4.3,23,1,0.2,15.3,22.5,-0.2,0.1,0,-0.002,-2.4,-3.9,-6.3,-0.7,0.381,12,0.73,0.397,0.079,0.111,0.143,0.27,0.37,0.36,0.2,0.429,0.444,0.412,0.471,0.016,0.857,0.176,0.333
Inactive,Jeremy Tyler,C,tylerje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tylerje01.html,21,14,45.33333333,6.933333333,0.413,0,0.25,6.933333333,36.23333333,21.83333333,1.6,0.5,1.6,18.4,14.9,-0.133333333,0.066666667,-0.066666667,0.003333333,-10.8,-2.466666667,-13.26666667,-0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inactive,Jermaine O'Neal,C,onealje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/onealje01.html,34,55,1029,16.7,0.538,0,0.31,8.9,23.8,16.2,6.8,0.9,5.7,14.8,21.4,0.7,1.3,2,0.092,-3.3,1.3,-2,0,0.482,7.5,1,0.323,0.364,0.213,0.1,0,0.482,0.675,0.43,0.342,0.351,0,0.52,0.078,0,0,0
Inactive,Jerry Stackhouse,SF,stackje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stackje01.html,38,37,544,8.5,0.5,0.517,0.134,1.1,6.1,3.6,10.4,0.7,0.6,11.6,17.5,0.2,0.2,0.4,0.037,-1.4,-2.7,-4.1,-0.3,0.384,18.9,0.483,0.058,0.064,0.18,0.18,0.517,0.434,0.6,0.364,0.516,0.323,0.337,0.5,0.012,0.967,0.663,0.39
Inactive,Jerryd Bayless,PG,bayleje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bayleje01.html,24,80,1765,13.5,0.514,0.324,0.196,1.4,10.5,5.9,24.9,1.8,0.8,15.1,20.8,1.5,2.5,4,0.108,0.1,-0.2,-0.2,0.8,0.419,16.7,0.676,0.192,0.071,0.035,0.378,0.324,0.45,0.63,0.227,0.591,0.387,0.353,0.397,0.045,0.944,0.274,0.455
