,Unnamed: 0,Player,Pos,Player_ID,url,Cluster,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
599,436,Marquese Chriss,PF,chrisma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/chrisma01.html,5,57.0,50.0,18.8,2.9,6.9,0.419,0.7,2.4,0.297,2.2,4.5,0.484,0.471,1.1,1.8,0.631,1.1,2.4,3.5,0.6,0.8,0.6,1.1,3.1,7.6
600,437,Marreese Speights,C,speigma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/speigma01.html,6,628.0,74.0,15.3,3.2,6.8,0.465,0.2,0.5,0.357,3.0,6.2,0.475,0.479,1.5,1.9,0.8,1.4,2.8,4.2,0.6,0.3,0.5,0.9,2.2,8.0
601,439,Martell Webster,SF,webstma02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/webstma02.html,2,580.0,266.0,24.0,2.9,7.0,0.418,1.4,3.6,0.382,1.6,3.4,0.454,0.515,1.5,1.9,0.791,0.6,2.5,3.1,1.0,0.5,0.3,0.9,1.8,8.7
602,440,Marvin Williams,PF,willima02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willima02.html,5,836.0,649.0,28.8,3.8,8.6,0.443,0.8,2.3,0.352,3.0,6.3,0.477,0.491,2.1,2.7,0.804,1.3,4.0,5.2,1.3,0.8,0.5,1.0,2.1,10.6
603,441,Mason Plumlee,C,plumlma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/plumlma01.html,1,291.0,204.0,23.0,3.4,6.1,0.561,0.0,0.1,0.0,3.4,6.0,0.566,0.561,2.2,3.7,0.579,2.1,4.5,6.5,2.0,0.8,0.9,1.5,2.7,9.0
604,442,Matt Barnes,SF,barnema02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/barnema02.html,5,909.0,354.0,23.7,3.0,6.9,0.437,1.1,3.2,0.335,2.0,3.8,0.522,0.513,1.1,1.5,0.743,1.2,3.5,4.6,1.8,0.8,0.5,1.3,2.5,8.2
605,443,Matt Bonner,PF,bonnema01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bonnema01.html,5,792.0,112.0,16.9,2.2,4.8,0.464,1.0,2.4,0.414,1.2,2.3,0.516,0.57,0.4,0.5,0.78,0.8,2.2,3.0,0.7,0.4,0.3,0.4,1.7,5.8
606,444,Matthew Dellavedova,PG,dellama01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dellama01.html,0,265.0,74.0,22.0,2.2,5.5,0.395,1.0,2.6,0.391,1.1,2.9,0.398,0.488,0.7,0.8,0.812,0.4,1.5,1.9,3.7,0.5,0.1,1.2,2.1,6.1
607,445,Maurice Harkless,SF,harklma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harklma01.html,2,332.0,164.0,22.9,2.9,6.3,0.464,0.6,1.9,0.313,2.3,4.4,0.528,0.511,0.9,1.5,0.601,1.3,2.5,3.7,0.8,1.0,0.6,0.9,1.9,7.3
608,447,Metta World Peace,SF,artesro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/artesro01.html,3,984.0,839.0,31.9,4.7,11.4,0.414,1.2,3.4,0.339,3.6,8.0,0.447,0.466,2.6,3.6,0.715,1.2,3.3,4.5,2.7,1.7,0.5,1.8,2.6,13.2
609,448,Meyers Leonard,PF,leoname01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leoname01.html,1,274.0,33.0,16.6,2.2,4.8,0.464,0.7,1.8,0.371,1.5,2.9,0.522,0.535,0.7,0.8,0.826,0.8,3.2,4.0,0.8,0.2,0.3,0.8,2.4,5.8
610,449,Michael Beasley,PF,beaslmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/beaslmi01.html,5,500.0,203.0,23.7,5.1,11.2,0.457,0.5,1.5,0.347,4.6,9.8,0.474,0.48,1.9,2.5,0.756,1.1,3.6,4.7,1.3,0.6,0.5,1.7,2.2,12.6
611,450,Michael Carter-Williams,PG,cartemi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/cartemi01.html,0,216.0,188.0,31.4,5.2,12.7,0.411,0.5,2.1,0.251,4.7,10.5,0.443,0.432,2.8,4.1,0.695,1.1,4.4,5.5,5.7,1.6,0.6,3.2,2.8,13.8
612,452,Michael Kidd-Gilchrist,SF,kiddgmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kiddgmi01.html,8,258.0,254.0,27.1,3.5,7.5,0.465,0.0,0.1,0.212,3.5,7.4,0.47,0.467,2.1,2.9,0.703,1.8,4.6,6.5,1.3,0.7,0.8,1.1,2.2,9.1
613,453,Mike Conley,PG,conlemi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/conlemi01.html,0,683.0,653.0,32.5,5.1,11.5,0.44,1.2,3.3,0.378,3.8,8.2,0.465,0.494,2.6,3.2,0.812,0.4,2.5,2.9,5.7,1.5,0.2,2.0,2.0,13.9
614,454,Mike Dunleavy,SF,dunlemi02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dunlemi02.html,2,974.0,585.0,27.9,4.0,9.1,0.441,1.3,3.5,0.377,2.7,5.6,0.482,0.514,1.9,2.4,0.803,0.7,3.6,4.3,2.2,0.7,0.3,1.4,2.0,11.3
615,455,Mike Miller,SF,millemi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millemi01.html,7,1026.0,570.0,27.0,3.9,8.5,0.459,1.5,3.8,0.407,2.4,4.7,0.501,0.55,1.3,1.7,0.769,0.6,3.6,4.2,2.6,0.6,0.2,1.5,2.0,10.7
616,456,Mike Muscala,C,muscami01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/muscami01.html,8,170.0,11.0,13.3,1.9,3.8,0.508,0.3,0.9,0.383,1.6,2.9,0.546,0.552,0.6,0.8,0.826,1.0,1.8,2.8,0.8,0.3,0.5,0.6,1.4,4.9
617,457,Mike Scott,PF,scottmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/scottmi01.html,5,281.0,7.0,15.4,2.7,5.9,0.46,0.7,2.1,0.336,2.0,3.9,0.527,0.519,0.9,1.2,0.786,0.7,2.2,3.0,0.9,0.3,0.1,0.7,1.2,7.1
618,459,Miles Plumlee,C,plumlmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/plumlmi01.html,1,265.0,133.0,16.8,2.3,4.3,0.531,0.0,0.0,0.0,2.3,4.3,0.531,0.531,0.6,1.0,0.562,1.7,3.1,4.8,0.4,0.5,0.8,0.9,1.6,5.2
619,460,Mindaugas Kuzminskas,SF,kuzmimi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kuzmimi01.html,2,48.0,3.0,14.4,2.2,5.2,0.42,0.8,2.5,0.317,1.4,2.7,0.515,0.496,0.7,0.9,0.791,0.7,1.2,1.9,1.0,0.5,0.2,0.7,1.2,5.9
620,461,Miroslav Raduljica,C,radulmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/radulmi01.html,6,53.0,2.0,9.2,1.3,2.5,0.53,0.0,0.0,0.0,1.3,2.5,0.53,0.53,0.9,1.1,0.825,1.1,1.1,2.1,0.4,0.2,0.2,0.6,1.7,3.6
621,462,Mirza Teletovic,PF,teletmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/teletmi01.html,5,290.0,14.0,18.0,2.9,7.2,0.408,1.7,4.6,0.37,1.3,2.7,0.472,0.525,0.8,1.1,0.755,0.6,2.7,3.3,0.9,0.3,0.3,0.8,1.7,8.4
622,463,Mitch McGary,PF,mcgarmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcgarmi01.html,1,52.0,2.0,10.7,1.9,3.6,0.527,0.0,0.1,0.0,1.9,3.5,0.544,0.527,0.6,1.0,0.58,1.1,2.4,3.5,0.3,0.3,0.3,0.7,1.6,4.4
623,464,Mo Williams,PG,willima01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willima01.html,0,818.0,525.0,29.2,5.0,11.4,0.434,1.3,3.5,0.378,3.6,7.9,0.46,0.493,1.9,2.2,0.871,0.5,2.3,2.8,4.9,0.9,0.1,2.3,2.5,13.2
624,465,Monta Ellis,SG,ellismo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/ellismo01.html,9,808.0,703.0,35.1,7.0,15.4,0.451,0.9,2.8,0.313,6.1,12.6,0.482,0.48,3.3,4.2,0.775,0.6,2.8,3.5,4.7,1.7,0.3,2.7,2.4,18.1
625,466,Montrezl Harrell,PF,harremo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harremo01.html,8,86.0,15.0,14.8,2.9,4.4,0.647,0.0,0.0,0.25,2.9,4.4,0.651,0.648,1.0,1.7,0.6,1.1,1.7,2.8,0.9,0.3,0.5,0.7,1.7,6.8
626,467,Myles Turner,C,turnemy01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turnemy01.html,1,116.0,86.0,26.7,5.1,10.0,0.509,0.3,0.9,0.343,4.8,9.0,0.526,0.525,2.4,3.1,0.773,1.4,5.0,6.3,0.9,0.6,1.8,1.3,2.9,12.9
627,468,Nate Robinson,PG,robinna01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/robinna01.html,9,618.0,107.0,22.5,4.0,9.4,0.423,1.3,3.6,0.36,2.7,5.8,0.463,0.493,1.7,2.2,0.796,0.6,1.7,2.3,3.0,0.9,0.1,1.4,2.4,11.0
628,469,Nate Wolters,PG,woltena01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/woltena01.html,0,79.0,31.0,19.7,2.4,5.6,0.426,0.2,0.9,0.261,2.2,4.8,0.456,0.446,0.8,1.2,0.635,0.5,1.8,2.3,2.6,0.5,0.2,0.9,1.1,5.8
629,470,Nazr Mohammed,C,mohamna01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mohamna01.html,6,1005.0,354.0,15.8,2.4,4.9,0.486,0.0,0.0,0.0,2.4,4.9,0.487,0.486,1.0,1.6,0.64,1.8,2.9,4.7,0.4,0.4,0.6,0.9,2.1,5.8
630,471,Nemanja Bjelica,PF,bjeline01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bjeline01.html,5,115.0,1.0,17.6,2.0,4.5,0.443,0.8,2.4,0.344,1.2,2.1,0.554,0.534,0.7,0.9,0.733,0.7,2.6,3.4,1.3,0.5,0.3,0.8,2.4,5.5
631,472,Nene Hilario,C,hilarne01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hilarne01.html,8,853.0,619.0,27.6,4.6,8.4,0.546,0.0,0.1,0.152,4.6,8.3,0.548,0.546,2.8,4.3,0.662,1.8,4.5,6.4,1.9,1.1,0.8,1.9,3.1,12.0
632,473,Nerlens Noel,C,noelne01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/noelne01.html,8,171.0,140.0,28.3,4.2,8.3,0.505,0.0,0.0,0.333,4.2,8.3,0.506,0.506,1.9,3.0,0.61,2.3,5.3,7.6,1.6,1.7,1.6,1.9,2.8,10.2
633,474,Nick Calathes,SG,calatni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/calatni01.html,0,129.0,7.0,15.6,1.9,4.3,0.441,0.2,0.8,0.288,1.7,3.5,0.476,0.468,0.5,0.9,0.581,0.3,1.6,1.9,2.7,1.0,0.1,1.3,1.7,4.6
634,475,Nick Collison,PF,collini01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/collini01.html,1,889.0,177.0,20.8,2.5,4.6,0.533,0.0,0.1,0.21,2.4,4.5,0.541,0.535,1.0,1.4,0.726,2.0,3.3,5.2,1.0,0.5,0.5,1.0,2.8,6.0
635,477,Nick Young,SG,youngni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/youngni01.html,3,627.0,184.0,23.6,4.2,10.1,0.42,1.4,3.8,0.376,2.8,6.3,0.445,0.49,2.1,2.5,0.834,0.4,1.7,2.0,1.0,0.6,0.2,1.1,1.9,12.0
636,478,Nicolas Batum,SG,batumni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/batumni01.html,7,605.0,552.0,31.7,4.2,9.7,0.438,1.6,4.5,0.36,2.6,5.2,0.507,0.522,1.9,2.2,0.838,1.1,4.2,5.4,3.6,0.9,0.7,1.9,1.9,12.0
637,481,Nik Stauskas,SG,stausni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stausni01.html,3,201.0,60.0,22.0,2.4,6.2,0.387,1.2,3.5,0.341,1.2,2.7,0.446,0.483,1.1,1.4,0.808,0.2,1.9,2.1,1.6,0.5,0.3,1.1,1.5,7.1
638,482,Nikola Jokic,C,jokicni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jokicni01.html,6,131.0,92.0,23.6,4.8,8.9,0.543,0.5,1.3,0.345,4.4,7.6,0.577,0.568,2.1,2.6,0.813,2.6,5.1,7.7,3.1,0.9,0.7,1.6,2.8,12.2
639,483,Nikola Mirotic,PF,mirotni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mirotni01.html,5,196.0,43.0,22.3,3.3,8.3,0.4,1.6,4.6,0.34,1.8,3.7,0.473,0.494,2.2,2.8,0.799,0.8,4.4,5.2,1.2,0.8,0.7,1.2,2.1,10.4
640,484,Nikola Pekovic,C,pekovni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pekovni01.html,1,271.0,194.0,24.9,4.8,9.4,0.518,0.0,0.0,0.0,4.8,9.4,0.518,0.518,2.9,3.8,0.76,3.0,3.7,6.7,0.7,0.5,0.6,1.5,2.3,12.6
641,485,Nikola Vucevic,C,vucevni01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vucevni01.html,6,380.0,319.0,29.9,6.5,12.8,0.505,0.1,0.2,0.282,6.4,12.6,0.509,0.507,1.5,2.1,0.715,2.8,7.0,9.8,2.0,0.8,0.9,1.7,2.7,14.5
642,486,Noah Vonleh,PF,vonleno01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vonleno01.html,8,152.0,72.0,13.7,1.4,3.3,0.416,0.2,0.5,0.291,1.2,2.8,0.439,0.439,0.5,0.8,0.664,1.2,2.7,3.9,0.3,0.3,0.3,0.7,1.7,3.5
643,487,Norman Powell,SG,powelno01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/powelno01.html,3,102.0,39.0,16.1,2.4,5.4,0.441,0.7,1.9,0.371,1.7,3.5,0.48,0.507,1.1,1.4,0.787,0.3,1.8,2.1,1.0,0.7,0.2,0.7,1.4,6.5
644,488,Norris Cole,PG,coleno01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/coleno01.html,0,347.0,60.0,22.7,2.9,7.0,0.409,0.6,1.8,0.326,2.3,5.2,0.438,0.451,0.8,1.1,0.741,0.2,1.8,2.0,2.8,0.8,0.1,1.5,1.9,7.1
645,489,O.J. Mayo,SG,mayooj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mayooj01.html,3,547.0,325.0,30.9,5.1,12.0,0.429,1.6,4.2,0.373,3.6,7.8,0.459,0.494,2.0,2.5,0.82,0.5,2.6,3.1,2.9,1.0,0.3,2.1,2.3,13.8
646,492,Omer Asik,C,asikom01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/asikom01.html,8,453.0,262.0,19.9,2.1,3.9,0.529,0.0,0.0,0.0,2.1,3.9,0.529,0.529,1.3,2.3,0.554,2.3,5.1,7.3,0.6,0.4,0.7,1.2,2.0,5.4
647,493,Omri Casspi,SF,casspom01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/casspom01.html,5,486.0,138.0,21.6,3.1,6.9,0.442,1.0,2.6,0.369,2.1,4.3,0.486,0.511,1.3,1.9,0.675,0.9,3.3,4.2,1.2,0.6,0.2,1.1,1.6,8.4
648,494,Orlando Johnson,SG,johnsor01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsor01.html,3,103.0,1.0,10.8,1.1,3.2,0.358,0.5,1.5,0.311,0.7,1.7,0.398,0.43,0.5,0.6,0.727,0.3,1.4,1.7,0.7,0.2,0.1,0.5,0.8,3.2
649,495,Otto Porter,SF,porteot01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/porteot01.html,5,241.0,141.0,24.4,3.6,7.4,0.482,1.1,2.7,0.395,2.5,4.7,0.532,0.554,1.0,1.3,0.757,1.1,3.2,4.3,1.2,1.0,0.4,0.7,1.8,9.1
650,496,P.J. Hairston,SG,hairspj02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hairspj02.html,2,111.0,54.0,18.0,2.1,6.1,0.343,1.1,3.6,0.295,1.0,2.5,0.414,0.431,0.7,0.9,0.81,0.4,2.0,2.4,0.5,0.5,0.2,0.6,1.8,6.0
651,497,P.J. Tucker,SF,tuckepj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tuckepj01.html,2,394.0,286.0,28.0,2.9,6.6,0.434,0.8,2.2,0.347,2.1,4.5,0.476,0.491,1.3,1.7,0.753,1.7,4.0,5.7,1.6,1.2,0.3,1.1,2.2,7.8
652,498,Pablo Prigioni,PG,prigipa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/prigipa01.html,0,270.0,51.0,16.9,1.2,2.9,0.425,0.8,2.0,0.379,0.5,0.9,0.522,0.554,0.3,0.3,0.872,0.5,1.3,1.9,2.8,1.0,0.0,1.0,1.6,3.5
653,499,Pascal Siakam,PF,siakapa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/siakapa01.html,8,48.0,38.0,16.8,2.0,3.9,0.503,0.0,0.1,0.0,2.0,3.8,0.514,0.503,0.5,0.7,0.688,1.2,2.2,3.5,0.3,0.5,0.9,0.6,2.1,4.4
654,500,Pat Connaughton,SG,connapa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/connapa01.html,7,61.0,0.0,5.5,0.5,1.4,0.364,0.2,0.6,0.324,0.3,0.8,0.392,0.432,0.2,0.2,0.857,0.3,0.7,1.0,0.4,0.1,0.0,0.3,0.3,1.4
655,501,Patrick Beverley,SG,beverpa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/beverpa01.html,9,269.0,218.0,28.3,3.3,8.0,0.416,1.6,4.4,0.375,1.7,3.7,0.464,0.518,1.0,1.2,0.769,1.2,2.7,3.9,3.3,1.2,0.4,1.3,3.0,9.3
656,503,Patrick McCaw,SG,mccawpa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccawpa01.html,3,47.0,3.0,12.4,1.2,3.0,0.414,0.6,1.7,0.35,0.6,1.3,0.5,0.514,0.2,0.4,0.611,0.2,0.8,1.0,0.9,0.3,0.2,0.5,0.9,3.3
657,504,Patrick Patterson,PF,pattepa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pattepa01.html,5,452.0,72.0,24.2,3.2,7.0,0.46,0.8,2.3,0.366,2.4,4.7,0.506,0.52,0.6,0.9,0.74,1.5,3.3,4.8,1.2,0.6,0.5,0.8,1.9,7.9
658,505,Patty Mills,PG,millspa02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millspa02.html,9,416.0,14.0,16.6,2.9,6.6,0.438,1.3,3.3,0.397,1.6,3.3,0.479,0.536,0.7,0.8,0.84,0.3,1.2,1.5,2.1,0.6,0.1,0.9,1.2,7.8
659,506,Pau Gasol,C,gasolpa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gasolpa01.html,1,1094.0,1081.0,34.9,6.9,13.5,0.51,0.1,0.3,0.322,6.8,13.2,0.514,0.513,4.1,5.5,0.753,2.6,6.8,9.5,3.3,0.5,1.7,2.3,2.2,18.0
660,507,Paul George,SF,georgpa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/georgpa01.html,3,423.0,375.0,32.6,6.0,14.0,0.428,1.9,5.3,0.367,4.1,8.8,0.465,0.497,3.6,4.3,0.848,0.9,5.3,6.2,3.2,1.7,0.4,2.5,2.6,17.6
661,508,Paul Millsap,PF,millspa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millspa01.html,8,821.0,545.0,29.4,5.3,10.8,0.493,0.4,1.2,0.332,5.0,9.6,0.513,0.512,3.0,4.1,0.735,2.3,5.2,7.5,2.3,1.3,1.0,1.8,3.2,14.1
662,509,Paul Pierce,SF,piercpa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/piercpa01.html,3,1331.0,1285.0,34.4,6.5,14.6,0.445,1.6,4.4,0.369,4.9,10.2,0.478,0.5,5.2,6.4,0.807,0.8,4.8,5.6,3.5,1.3,0.6,2.6,2.7,19.8
663,511,Pero Antic,C,anticpe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anticpe01.html,5,113.0,29.0,17.4,2.0,5.2,0.392,1.0,3.0,0.314,1.1,2.2,0.5,0.483,1.2,1.7,0.73,1.0,2.5,3.5,0.9,0.3,0.2,0.9,2.3,6.3
664,512,Perry Jones,SF,jonespe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jonespe01.html,2,143.0,21.0,11.7,1.4,3.2,0.42,0.3,0.9,0.293,1.1,2.4,0.466,0.459,0.4,0.7,0.66,0.3,1.4,1.8,0.4,0.3,0.2,0.4,0.9,3.4
665,513,Phil Pressey,PG,pressph01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pressph01.html,4,148.0,11.0,13.6,1.2,3.4,0.341,0.3,1.3,0.254,0.8,2.1,0.392,0.388,0.5,0.8,0.63,0.2,1.2,1.5,2.9,0.8,0.1,1.1,1.2,3.2
666,515,Quincy Acy,PF,acyqu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/acyqu01.html,8,237.0,51.0,14.9,1.7,3.5,0.495,0.2,0.7,0.359,1.5,2.8,0.527,0.529,0.9,1.2,0.757,1.1,2.4,3.5,0.6,0.4,0.4,0.6,1.9,4.6
