,Unnamed: 0,Player,Pos,Player_ID,url,Cluster,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
249,310,John Jenkins,SG,jenkijo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jenkijo01.html,3,145.0,8.0,12.8,1.9,4.1,0.448,0.7,1.8,0.364,1.2,2.3,0.513,0.528,0.7,0.8,0.849,0.2,1.3,1.5,0.8,0.2,0.1,0.6,0.6,5.1
250,311,John Lucas III,PG,lucasjo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lucasjo02.html,0,242.0,8.0,12.1,1.9,4.9,0.383,0.7,2.0,0.344,1.2,2.9,0.409,0.452,0.3,0.4,0.768,0.2,0.7,1.0,1.5,0.4,0.0,0.5,0.8,4.7
251,312,John Salmons,SF,salmojo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/salmojo01.html,9,895.0,429.0,26.4,3.4,7.8,0.431,0.8,2.2,0.366,2.5,5.6,0.457,0.483,1.7,2.2,0.799,0.5,2.4,2.9,2.4,0.8,0.3,1.3,1.9,9.3
252,313,John Wall,PG,walljo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/walljo01.html,4,475.0,463.0,36.1,6.8,15.6,0.432,0.8,2.6,0.319,5.9,13.0,0.455,0.459,4.2,5.3,0.792,0.6,3.9,4.5,9.1,1.7,0.6,3.8,2.3,18.6
253,314,Johnny O'Bryant,PF,obryajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/obryajo01.html,8,107.0,19.0,11.9,1.3,3.2,0.398,0.0,0.0,0.75,1.3,3.2,0.394,0.403,0.4,0.7,0.606,0.9,1.4,2.3,0.5,0.2,0.1,0.6,1.4,3.0
254,315,Jon Leuer,PF,leuerjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leuerjo01.html,8,305.0,66.0,16.0,2.7,5.5,0.487,0.4,1.1,0.353,2.3,4.5,0.519,0.521,0.8,1.1,0.766,1.0,3.0,3.9,0.9,0.4,0.3,0.7,1.5,6.6
255,316,Jonas Jerebko,PF,jerebjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jerebjo01.html,8,466.0,93.0,18.6,2.4,5.2,0.458,0.5,1.6,0.352,1.9,3.7,0.502,0.51,1.0,1.3,0.768,1.3,2.8,4.1,0.8,0.6,0.3,0.8,2.0,6.4
256,317,Jonas Valanciunas,C,valanjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/valanjo01.html,6,338.0,332.0,26.3,4.5,8.1,0.552,0.0,0.0,0.0,4.5,8.1,0.553,0.552,2.5,3.2,0.785,2.7,5.8,8.5,0.7,0.4,1.1,1.5,2.9,11.5
257,319,Jonathon Simmons,SG,simmojo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/simmojo02.html,3,107.0,4.0,16.4,2.3,4.8,0.467,0.3,1.0,0.336,1.9,3.8,0.502,0.503,1.3,1.8,0.75,0.3,1.7,2.0,1.3,0.6,0.2,1.0,1.9,6.2
258,321,Jordan Clarkson,SG,clarkjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/clarkjo01.html,9,196.0,120.0,28.6,5.4,12.2,0.442,1.1,3.4,0.336,4.3,8.9,0.482,0.488,1.9,2.4,0.807,1.0,2.5,3.4,2.6,1.1,0.1,1.7,2.0,13.9
259,322,Jordan Farmar,PG,farmajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/farmajo01.html,0,504.0,40.0,19.5,2.9,6.8,0.423,1.2,3.1,0.374,1.7,3.8,0.463,0.507,0.8,1.0,0.739,0.3,1.6,1.9,2.9,0.8,0.1,1.4,1.4,7.7
260,323,Jordan Hamilton,SF,hamiljo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hamiljo02.html,2,151.0,21.0,13.9,2.3,5.6,0.408,0.9,2.5,0.357,1.4,3.0,0.451,0.489,0.5,0.7,0.67,0.6,2.3,2.8,0.8,0.5,0.2,0.7,1.0,5.9
261,324,Jordan Hill,C,hilljo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hilljo01.html,1,407.0,120.0,18.9,3.3,6.7,0.497,0.0,0.1,0.136,3.3,6.7,0.499,0.497,1.3,1.8,0.699,2.2,3.7,5.9,0.8,0.4,0.7,1.0,2.1,7.9
262,325,Jordan McRae,SG,mcraejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcraejo01.html,9,59.0,5.0,9.8,1.6,3.9,0.404,0.5,1.2,0.384,1.1,2.6,0.413,0.465,0.8,1.1,0.774,0.2,0.8,1.0,0.7,0.2,0.1,0.5,0.8,4.4
263,327,Jorge Gutierrez,PG,gutiejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gutiejo01.html,9,47.0,3.0,10.3,1.1,2.3,0.5,0.1,0.4,0.176,1.1,1.9,0.562,0.514,0.6,0.8,0.778,0.2,1.0,1.1,1.5,0.4,0.0,0.7,1.4,2.9
264,328,Jose Calderon,PG,caldejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/caldejo01.html,4,772.0,557.0,28.3,3.7,7.9,0.473,1.1,2.7,0.411,2.6,5.2,0.506,0.544,1.1,1.3,0.875,0.4,2.2,2.6,6.3,0.9,0.1,1.6,1.7,9.7
265,330,Josh McRoberts,PF,mcrobjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcrobjo01.html,7,431.0,179.0,19.2,2.1,4.6,0.464,0.5,1.3,0.341,1.7,3.2,0.514,0.513,0.7,1.0,0.705,1.1,2.8,3.9,2.1,0.5,0.5,0.9,1.9,5.4
266,331,Josh Richardson,SG,richajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/richajo01.html,3,80.0,22.0,24.8,3.1,7.3,0.421,1.2,3.2,0.378,1.8,4.0,0.455,0.505,0.8,1.2,0.691,0.4,2.1,2.5,1.9,0.8,0.5,1.0,2.3,8.2
267,332,Josh Smith,PF,smithjo03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithjo03.html,8,891.0,772.0,32.5,5.7,12.6,0.453,0.5,1.8,0.285,5.2,10.8,0.48,0.473,2.7,4.2,0.632,1.9,5.5,7.5,3.1,1.2,1.9,2.5,2.8,14.6
268,333,Jrue Holiday,PG,holidjr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holidjr01.html,0,480.0,407.0,32.2,5.6,12.8,0.441,1.1,3.0,0.369,4.5,9.8,0.463,0.485,1.9,2.4,0.789,0.8,2.7,3.6,6.2,1.5,0.4,2.7,2.3,14.3
269,334,Juan Hernangomez,PF,hernaju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hernaju01.html,5,41.0,4.0,12.5,1.4,3.1,0.45,0.6,1.5,0.426,0.8,1.7,0.471,0.55,0.8,1.1,0.702,0.8,2.1,2.8,0.5,0.4,0.3,0.3,1.0,4.3
270,335,Julius Randle,PF,randlju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/randlju01.html,1,132.0,109.0,28.1,4.6,10.3,0.451,0.1,0.5,0.267,4.5,9.8,0.459,0.457,2.5,3.5,0.712,2.0,7.3,9.3,2.4,0.7,0.4,2.1,3.1,11.9
271,336,Justin Anderson,SF,anderju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderju01.html,2,106.0,11.0,12.8,1.7,4.3,0.404,0.6,1.9,0.288,1.2,2.3,0.5,0.469,1.1,1.3,0.797,0.5,2.1,2.7,0.6,0.4,0.4,0.6,1.0,5.1
272,337,Justin Hamilton,C,hamilju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hamilju01.html,8,98.0,20.0,17.8,2.3,5.1,0.461,0.6,1.9,0.309,1.7,3.1,0.556,0.52,0.7,0.9,0.791,1.2,2.4,3.7,0.8,0.6,0.7,0.7,1.5,5.9
273,339,Justin Holiday,SG,holidju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holidju01.html,3,179.0,11.0,15.1,1.9,4.9,0.395,0.8,2.4,0.34,1.1,2.5,0.447,0.478,0.7,0.9,0.792,0.2,1.7,1.9,1.0,0.7,0.3,0.7,1.2,5.4
274,340,Justise Winslow,SF,winslju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/winslju01.html,2,96.0,23.0,29.8,2.9,7.2,0.4,0.4,1.6,0.258,2.5,5.6,0.439,0.428,1.1,1.7,0.665,1.1,4.1,5.2,1.9,1.0,0.3,1.3,2.5,7.3
275,341,Jusuf Nurkic,C,nurkiju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nurkiju01.html,6,141.0,60.0,17.8,3.1,6.7,0.462,0.0,0.0,0.0,3.1,6.6,0.464,0.462,1.4,2.5,0.586,2.0,3.9,5.9,1.1,0.8,1.1,1.6,2.8,7.6
276,342,K.J. McDaniels,SF,mcdankj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcdankj01.html,7,128.0,16.0,14.1,1.8,4.5,0.404,0.5,1.6,0.292,1.4,2.9,0.465,0.456,1.0,1.4,0.769,0.7,1.4,2.1,0.7,0.4,0.7,1.0,1.4,5.1
277,344,Karl-Anthony Towns,C,townska01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/townska01.html,6,139.0,139.0,33.9,8.2,15.5,0.53,0.7,2.0,0.339,7.5,13.5,0.559,0.552,3.4,4.2,0.82,3.1,8.0,11.0,2.4,0.7,1.6,2.4,3.0,20.5
278,345,Kawhi Leonard,SF,leonaka01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leonaka01.html,2,375.0,348.0,30.4,5.8,11.7,0.497,1.3,3.2,0.392,4.5,8.5,0.537,0.551,2.9,3.5,0.849,1.3,5.0,6.2,2.2,1.8,0.7,1.3,1.7,15.8
279,348,Kelly Olynyk,C,olynyke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/olynyke01.html,8,253.0,35.0,20.9,3.6,7.6,0.475,1.0,2.5,0.374,2.7,5.1,0.525,0.537,1.4,1.8,0.739,1.4,3.3,4.7,1.7,0.7,0.5,1.3,2.9,9.6
280,349,Kelly Oubre,SF,oubreke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/oubreke01.html,2,116.0,11.0,15.2,1.8,4.3,0.42,0.6,1.8,0.304,1.3,2.5,0.507,0.485,0.7,1.0,0.699,0.6,2.1,2.7,0.4,0.5,0.1,0.6,2.0,4.9
281,350,Kemba Walker,PG,walkeke02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/walkeke02.html,0,420.0,375.0,33.8,6.3,15.4,0.41,1.7,4.9,0.345,4.6,10.5,0.44,0.464,3.7,4.5,0.825,0.6,3.3,3.9,5.4,1.4,0.4,2.1,1.6,18.0
282,351,Kendall Marshall,PG,marshke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marshke01.html,4,160.0,57.0,19.3,2.0,4.9,0.399,0.8,2.2,0.37,1.2,2.8,0.422,0.48,0.3,0.5,0.611,0.1,1.4,1.6,4.9,0.7,0.1,1.8,1.1,5.0
283,352,Kendrick Perkins,C,perkike01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/perkike01.html,6,781.0,565.0,22.0,2.2,4.1,0.53,0.0,0.0,0.0,2.2,4.1,0.532,0.53,1.0,1.7,0.594,1.7,4.1,5.8,1.0,0.3,1.2,1.6,2.7,5.4
284,353,Kenneth Faried,PF,farieke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/farieke01.html,1,396.0,359.0,26.0,4.8,8.8,0.545,0.0,0.0,0.111,4.8,8.8,0.547,0.545,2.3,3.6,0.652,3.2,5.4,8.6,1.1,0.8,0.9,1.4,2.6,12.0
285,354,Kent Bazemore,SF,bazemke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bazemke01.html,3,332.0,144.0,18.3,2.6,6.2,0.421,0.8,2.4,0.346,1.8,3.8,0.469,0.488,1.1,1.6,0.691,0.3,2.5,2.7,1.5,0.8,0.4,1.2,1.7,7.1
286,355,Kentavious Caldwell-Pope,SG,caldwke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/caldwke01.html,3,291.0,252.0,30.1,4.3,10.5,0.408,1.5,4.5,0.338,2.8,6.0,0.46,0.48,1.5,2.0,0.782,0.7,2.3,3.0,1.6,1.2,0.2,1.0,1.9,11.6
287,356,Kenyon Martin,PF,martike01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/martike01.html,8,757.0,667.0,30.6,5.1,10.6,0.483,0.1,0.4,0.234,5.0,10.2,0.492,0.487,2.0,3.2,0.629,1.7,5.1,6.8,1.9,1.2,1.1,1.7,3.3,12.3
288,357,Kevin Durant,SF,duranke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/duranke01.html,5,698.0,698.0,37.5,9.2,18.9,0.488,1.8,4.7,0.38,7.4,14.2,0.523,0.535,7.0,8.0,0.882,0.8,6.4,7.2,3.8,1.2,1.1,3.2,1.9,27.3
289,358,Kevin Garnett,PF,garneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/garneke01.html,1,1462.0,1425.0,34.5,7.2,14.5,0.497,0.1,0.4,0.275,7.1,14.0,0.504,0.501,3.3,4.2,0.789,2.2,7.8,10.0,3.7,1.3,1.4,2.2,2.4,17.8
290,359,Kevin Love,PF,loveke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/loveke01.html,1,562.0,480.0,32.7,6.1,13.8,0.443,1.5,4.2,0.365,4.6,9.6,0.477,0.499,4.7,5.7,0.82,3.1,8.4,11.5,2.4,0.7,0.5,2.0,2.1,18.5
291,360,Kevin Martin,SG,martike02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/martike02.html,2,714.0,504.0,30.2,5.4,12.3,0.437,1.6,4.2,0.384,3.8,8.2,0.464,0.502,5.0,5.7,0.87,0.6,2.6,3.2,1.9,0.9,0.1,1.7,1.9,17.4
292,361,Kevin Seraphin,PF,serapke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/serapke01.html,6,408.0,34.0,15.4,2.7,5.5,0.488,0.0,0.0,0.0,2.7,5.5,0.489,0.488,0.6,0.8,0.713,1.2,2.3,3.5,0.6,0.2,0.7,1.1,2.2,6.0
293,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
294,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
295,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
296,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
297,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
298,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
299,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
300,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
301,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
302,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
303,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
304,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
305,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
306,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
307,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
308,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
309,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
310,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
311,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
312,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
313,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
314,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
315,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
316,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
317,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
318,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
319,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
320,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
321,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
322,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
323,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
324,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
325,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
