first_pos,second_pos,third_pos,fourth_pos,fifth_pos,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE
H.Barnes,S.Curry,F.Ezeli,D.Green,K.Thompson,GSW,14,99,102.1,93.7,8.4,51.3,1.6,15.2,26.5,75.7,51.7,0.1,47.5,50.8,97.91,51.8
A.Brooks,J.Butler,M.Dunleavy,P.Gasol,T.Gibson,CHI,20,99,115.2,106,9.2,62.2,2.68,19.4,22.8,74.2,50.6,0.1,53.6,57.9,93.45,58.3
M.Carter-Williams,R.Covington,L.Mbah a Moute,N.Noel,J.Sampson,PHI,9,99,95.2,103.6,-8.4,72.9,1.27,18.6,20,77.5,48.6,0.2,50,53.3,99.8,46.4
K.Caldwell-Pope,A.Drummond,R.Jackson,G.Monroe,T.Prince,DET,9,98,93.8,107.9,-14.1,48.7,1.03,14,35.8,75.9,54.9,0.2,45.9,47.4,93.01,40.8
T.Burke,D.Favors,G.Hayward,R.Hood,E.Kanter,UTA,16,96,102.3,96.8,5.5,60.6,2.05,16.8,29,71.9,50,0.1,44.6,49.6,92.31,54.2
L.Aldridge,N.Batum,S.Blake,C.Kaman,D.Lillard,POR,27,95,104.8,110.3,-5.5,64.1,1.43,19.1,29.3,69.4,49.7,0.2,52.2,55.7,95.41,48.2
D.Collison,R.Gay,R.Hollins,B.McLemore,J.Thompson,SAC,9,95,101.5,107,-5.5,53.9,1.32,16.8,21.5,79.5,50.3,0.2,52.3,54.9,96.2,46.5
T.Booker,D.Exum,R.Gobert,G.Hayward,R.Hood,UTA,29,94,97.3,96.2,1.1,58.3,0.95,14.2,28,78.3,53.3,0.2,46,52.6,95.08,51.8
E.Davis,W.Ellington,J.Hill,W.Johnson,R.Price,LAL,9,94,100.9,107.8,-6.9,62.2,1.84,17.9,26.7,72.6,49.4,0.1,47.6,51,95.48,48
T.Ariza,P.Beverley,J.Harden,D.Howard,J.Smith,HOU,12,93,95.9,114.5,-18.6,59.1,1.08,15.6,27.9,67.1,45.9,0.2,47.8,51.3,95.75,36.9
L.Barbosa,H.Barnes,A.Iguodala,S.Livingston,M.Speights,GSW,24,93,97.3,99.6,-2.2,67.7,1.57,17.7,22.4,67.1,43.9,0.2,45,51.1,99.51,47.6
T.Allen,M.Gasol,C.Lee,Z.Randolph,B.Udrih,MEM,22,90,101.4,93.2,8.2,69,1.75,19.6,26,80.6,55.9,0.2,49,53,96.91,58.3
B.Bass,A.Bradley,J.Crowder,J.Sullinger,E.Turner,BOS,13,90,86.5,104.9,-18.4,48.5,1.1,13.6,22.6,82.4,49.1,0.2,43.9,45.2,97.41,34.9
A.Bradley,J.Green,J.Sullinger,E.Turner,T.Zeller,BOS,9,90,99.1,101.4,-2.3,62.3,2.09,19.3,22.8,73.6,49.4,0.1,48.2,50.9,97.43,49.7
R.Hibbert,G.Hill,S.Hill,R.Stuckey,D.West,IND,17,89,95.7,107.4,-11.7,59,2.12,16.6,19.1,76.5,43.9,0.1,44.9,47.9,88.83,39.9
A.Horford,K.Korver,P.Millsap,T.Sefolosha,J.Teague,ATL,19,88,118.9,109,9.9,60.3,1.81,20.2,26.1,74.3,51,0.2,59.5,62.5,92.68,53.1
T.Allen,M.Conley,M.Gasol,T.Prince,Z.Randolph,MEM,10,87,103,90,13.1,55,2.36,14.9,27.2,81,52,0.1,42.2,48.3,92.03,57.1
D.Cousins,R.Gay,R.McCallum,B.McLemore,J.Thompson,SAC,13,87,97.9,98.3,-0.5,57.7,1.64,16.1,30.1,80,53.8,0.1,44.7,48.9,100.47,53.1
S.Ibaka,E.Kanter,A.Roberson,K.Singler,R.Westbrook,OKC,8,87,105.5,113.4,-7.9,56.8,1.45,16.7,31.6,79.3,55.9,0.2,47.5,53.9,100.59,47.8
K.Irving,L.James,K.Love,J.Smith,T.Thompson,CLE,28,87,109.7,101.8,7.9,46.9,1.88,13.3,24.7,71.3,47.8,0.1,47.7,53.6,93.82,56.5
C.Bosh,M.Chalmers,L.Deng,S.Napier,H.Whiteside,MIA,8,86,101.9,105,-3.2,62.7,1.45,18,31.2,77.9,54.5,0.2,48.7,52.5,94.84,50.2
A.Gordon,T.Harris,V.Oladipo,E.Payton,N.Vucevic,ORL,14,86,96,102.4,-6.5,57.4,1.77,16.3,31.1,79.2,53.3,0.1,44.6,46.4,96.21,44.7
T.Ariza,J.Harden,D.Howard,T.Jones,J.Terry,HOU,10,85,117.1,101.8,15.4,64.2,1.54,19.2,22.2,73.4,50.7,0.2,58.8,63.9,95.18,58.1
D.DeRozan,A.Johnson,J.Johnson,K.Lowry,J.Valanciunas,TOR,12,85,96.5,85.6,10.9,50.8,1.03,15.1,25.7,69.9,49,0.2,48.9,52.3,94.84,55.3
G.Henderson,A.Jefferson,M.Kidd-Gilchrist,B.Roberts,C.Zeller,CHA,7,84,102.8,96.1,6.8,66.2,2.81,19.7,22.4,77.2,50.3,0.1,46.7,51.1,94.43,58.1
K.Irving,L.James,K.Love,A.Varejao,D.Waiters,CLE,16,84,101.1,110.5,-9.4,67.2,1.13,18.9,21.7,72,47.9,0.2,54.9,58.5,95.01,44.5
O.Casspi,D.Cousins,R.Gay,R.McCallum,B.McLemore,SAC,11,83,104,110.4,-6.4,57.4,1.56,16.5,23.8,74.3,48.1,0.1,48.7,53.8,101.54,46.9
E.Fournier,C.Frye,T.Harris,K.O'Quinn,V.Oladipo,ORL,13,83,116.5,100.7,15.8,52,1.86,18.5,20.3,80,52.7,0.1,59.9,61.7,91.88,54.8
D.DeRozan,K.Lowry,P.Patterson,J.Valanciunas,L.Williams,TOR,25,81,95.8,99.2,-3.4,53.4,1.63,13.9,20.7,72.5,45.5,0.1,41.8,48.2,100.17,46.8
A.Johnson,K.Lowry,T.Ross,J.Valanciunas,G.Vasquez,TOR,14,81,117.7,120.4,-2.8,58.9,2.53,20,17.5,76.6,47.2,0.1,57.7,61.1,96.22,48.9
D.Augustin,C.Butler,A.Drummond,J.Jerebko,J.Meeks,DET,14,80,113,106.8,6.2,66.2,2.14,20.7,22.9,79.4,49.6,0.1,55.8,58.4,94.52,53.9
B.Beal,D.Gooden,M.Gortat,O.Porter,J.Wall,WAS,10,80,101.6,85,16.7,70.1,2.24,21.3,26.2,83.6,56.5,0.1,50,52.1,93.89,63.3
A.Bradley,J.Crowder,J.Sullinger,E.Turner,T.Zeller,BOS,10,80,88,100.7,-12.8,55.9,1.1,15.5,25.3,69.4,48.8,0.2,45,47.2,96.65,39.2
T.Burke,D.Favors,R.Gobert,G.Hayward,E.Millsap,UTA,22,80,104.5,93.5,11,44.8,1,12.8,33.8,78.8,55.5,0.2,49.6,53,95.5,55.8
G.Dieng,S.Muhammad,A.Wiggins,M.Williams,T.Young,MIN,11,80,113.9,103.7,10.3,62,1.63,18.3,39,76.6,56,0.2,52.4,56,98.08,56.3
D.Exum,D.Favors,G.Hayward,J.Ingles,E.Kanter,UTA,12,79,113.9,98.6,15.4,49.3,2,17.6,22.4,79.1,52.8,0.1,56.1,58.6,88.2,58.9
A.Horford,K.Korver,D.Schroder,M.Scott,T.Sefolosha,ATL,23,79,123.5,81.5,42,80.3,3.8,25.6,22.2,70,49,0.1,59.7,62.2,91.43,73.6
K.Irving,K.Love,I.Shumpert,J.Smith,T.Thompson,CLE,26,78,103.2,100.1,3.2,51.9,1.42,13,37,67.9,52.7,0.1,41.8,48.1,94.36,51.8
A.Aminu,J.Barea,D.Harris,D.Nowitzki,B.Wright,DAL,16,77,127.7,101.7,26,62.5,3.85,22.6,30.6,72,53.3,0.1,58.6,61.4,94.59,65.2
A.Aminu,T.Chandler,M.Ellis,D.Harris,C.Parsons,DAL,26,77,113.8,90.8,22.9,58.8,2.35,17.7,25.4,67.1,47.3,0.1,53.1,56.5,103.25,66.6
A.Anderson,K.Garnett,J.Jack,J.Johnson,M.Plumlee,BKN,12,77,99.6,96,3.7,66.1,2.05,19.8,13.8,74.2,43.3,0.1,51.2,53.4,91.13,54.9
B.Bogdanovic,K.Garnett,J.Jack,J.Johnson,M.Plumlee,BKN,8,77,106.4,118.7,-12.3,65.7,1.76,21.7,22.2,71.2,46.2,0.2,56.5,58.3,91.38,45
C.Boozer,E.Davis,W.Johnson,J.Lin,N.Young,LAL,6,77,89.6,117.1,-27.5,48.1,1.08,12,35.1,86.8,53.7,0.2,37.7,42.4,96.57,30.4
C.Brewer,J.Harden,T.Jones,J.Smith,J.Terry,HOU,21,77,109.4,86.1,23.4,58.2,1.56,17.5,17.9,72.2,49,0.1,54.3,59.2,106.22,70.1
D.Collison,D.Cousins,R.Gay,B.McLemore,D.Williams,SAC,18,77,116,111.7,4.2,60.9,1.18,18.6,17.6,74.3,50.4,0.2,60.7,68.1,101.78,52.7
M.Carter-Williams,L.Mbah a Moute,N.Noel,H.Sims,H.Thompson,PHI,7,75,80,94.8,-14.7,69.2,0.97,18.1,12.9,84.1,50.4,0.2,47.9,49.2,99.01,44.1
R.Hibbert,S.Hill,C.Miles,C.Watson,D.West,IND,19,75,107.9,99.2,8.7,60.6,1.6,19.2,32.3,73.7,55.1,0.2,53,55.9,95.84,56.3
K.Irving,L.James,T.Mozgov,J.Smith,T.Thompson,CLE,10,75,105.7,114.5,-8.8,60,1.44,18.7,21.9,67.9,47.6,0.2,56.4,57.7,97.07,45.3
A.Aminu,J.Barea,D.Harris,D.Nowitzki,A.Stoudemire,DAL,11,74,112,128.8,-16.8,49.2,1.76,16.3,25,73.2,49.1,0.1,53.3,57.2,88.73,45.1
A.Anderson,M.Brown,J.Johnson,M.Plumlee,D.Williams,BKN,8,74,102,100.1,1.9,43.5,1.13,14.1,17.6,67.2,41.7,0.2,52.6,55.4,99.64,47.2
J.Bayless,J.Dudley,J.Henson,O.Mayo,K.Middleton,MIL,20,74,104.2,86,18.2,81,1.42,22.8,9.6,74.7,48,0.2,59.4,63.6,100.34,66.9
A.Baynes,M.Belinelli,B.Diaw,M.Ginobili,C.Joseph,SAS,17,74,104.5,91.7,12.8,58.3,1.35,17.4,22,86.3,57.6,0.2,53.8,57.1,97.78,57.3
D.DeRozan,A.Johnson,K.Lowry,P.Patterson,L.Williams,TOR,19,74,113.1,108.8,4.4,42.9,1.71,11.9,33.8,59.7,47.1,0.1,47.4,53.4,98.92,51.6
P.Antic,K.Bazemore,D.Carroll,P.Millsap,J.Teague,ATL,28,73,93.7,100.2,-6.5,46.8,1.05,11.8,14.9,76.6,43.5,0.1,42.5,50.1,102.3,43.3
R.Anderson,O.Asik,D.Cunningham,T.Evans,E.Gordon,NOP,7,72,89.1,121.3,-32.2,59.6,1.17,15.2,26.1,82.8,52,0.2,44.2,46.6,89.71,32.3
R.Anderson,A.Davis,T.Evans,E.Gordon,Q.Pondexter,NOP,16,72,120.5,118.5,2,56.3,2.12,18.1,22.4,65.6,45.1,0.1,57.5,61.9,96.18,51.3
T.Ariza,T.Black,J.Harden,D.Motiejunas,J.Terry,HOU,12,72,118,96,22,56.3,1.24,17.8,35,77.8,58.3,0.2,60,62.4,97.81,58.6
T.Booker,T.Burke,R.Gobert,G.Hayward,E.Millsap,UTA,25,72,118.3,96.9,21.4,50,1.38,15.7,36.7,85.2,61.2,0.2,55,58.7,90.52,59.4
L.Deng,G.Dragic,D.Wade,H.Walker,H.Whiteside,MIA,10,72,103.8,108.7,-4.8,60.3,1.52,17.9,20.4,79.7,51.3,0.2,52.5,56.5,97.9,50.6
L.Barbosa,A.Iguodala,D.Lee,S.Livingston,M.Speights,GSW,13,71,114.7,88.3,26.4,67.2,1.88,22.2,28.8,72.3,53,0.2,57.7,61.2,99.72,65.4
B.Bass,A.Bradley,J.Crowder,E.Turner,T.Zeller,BOS,15,71,97.5,97.5,0,63.6,1.46,17.9,35.6,71.4,55.9,0.2,45.1,49.8,95.46,52.9
B.Beal,D.Gooden,M.Gortat,P.Pierce,J.Wall,WAS,13,71,107.6,94,13.6,51.7,2.38,17.1,24.2,71,48.9,0.1,51.6,53,93.09,58.5
C.Budinger,G.Dieng,A.Wiggins,M.Williams,T.Young,MIN,12,71,95.8,104,-8.2,64.3,1.38,18.3,22.7,64.3,44.1,0.2,46.8,51.8,97.81,49.4
B.Bass,A.Bradley,M.Smart,J.Sullinger,E.Turner,BOS,16,70,96.9,110.4,-13.5,70.6,2,19.3,19.7,83.3,51.5,0.1,47.2,50.3,91.85,46.1
T.Black,J.Brown,J.Clarkson,W.Johnson,R.Kelly,LAL,9,70,109.2,116.8,-7.6,61,2,19.3,14.8,74.5,42,0.1,56.4,58.3,95.41,45.6
B.Bogdanovic,J.Jack,J.Johnson,B.Lopez,M.Plumlee,BKN,14,70,102,125.8,-23.8,46.9,1.92,13.8,21.9,64.6,43.4,0.1,44,50.2,90.77,39.1
J.Clarkson,W.Ellington,J.Hill,R.Kelly,R.Sacre,LAL,7,70,89.2,101.2,-12,49,1.09,13.8,22.1,77,50.7,0.2,43.5,47.3,95.89,43.1
G.Antetokounmpo,J.Dudley,B.Knight,K.Middleton,Z.Pachulia,MIL,16,69,110.2,85.2,25,67.8,1.48,20.7,27.3,72.6,51.3,0.2,57.9,60.4,94.39,68.1
J.Barea,T.Chandler,M.Ellis,D.Nowitzki,C.Parsons,DAL,14,69,122.3,107.9,14.5,56.3,2.25,18,33.9,65.2,50,0.1,53.8,59.1,94.69,61.9
V.Carter,M.Conley,M.Gasol,C.Lee,Z.Randolph,MEM,18,69,103.1,79.9,23.2,66.7,3.17,19,22.9,73.1,49.3,0.1,46.7,50.2,93.65,72.8
M.Conley,M.Gasol,C.Lee,T.Prince,Z.Randolph,MEM,8,69,102.9,104.4,-1.5,53.7,1.93,15.8,31.4,72.1,51.4,0.1,45,48.9,89.64,49
G.Antetokounmpo,J.Bayless,J.Dudley,J.Henson,O.Mayo,MIL,18,68,103.7,95.2,8.6,80,1.6,21.4,32.2,66.7,50,0.2,50.9,54.4,91.8,57.4
B.Beal,R.Butler,M.Gortat,K.Humphries,J.Wall,WAS,22,68,110.5,99.5,11,70.7,3.15,22,19.4,72.9,46.7,0.1,53.2,55.2,94.42,56.4
B.Bogdanovic,J.Johnson,B.Lopez,M.Teletovic,D.Williams,BKN,11,68,102.3,96,6.3,58,1.45,16.7,25,72.6,51.1,0.2,48.7,53.2,91.63,53.4
C.Butler,K.Caldwell-Pope,B.Jennings,G.Monroe,J.Smith,DET,14,68,98.6,100.9,-2.3,56.9,2.23,15.7,21.6,72.7,45.7,0.1,44.9,48.3,98.25,49.3
M.Dellavedova,L.James,J.Jones,I.Shumpert,T.Thompson,CLE,15,68,101.9,111.8,-9.8,64.3,1.5,16.1,16.9,74.4,41.2,0.1,49.5,54.3,89.28,42.6
T.Allen,N.Calathes,K.Koufos,J.Leuer,B.Udrih,MEM,12,67,97.6,81.8,15.8,52.7,1.21,15.1,40.3,66.1,52.7,0.2,44.9,47.7,97.34,60.6
B.Beal,M.Gortat,K.Humphries,O.Porter,J.Wall,WAS,17,67,105,102.9,2.1,52.7,1.32,15.9,33.9,80.3,58.1,0.2,51.3,53.7,94.82,54
A.Brooks,M.Dunleavy,P.Gasol,N.Mirotic,T.Snell,CHI,15,67,110.6,90.4,20.2,60,2.06,18.8,15.7,75.7,51.2,0.1,54.4,58.8,92.92,65.8
T.Burke,A.Burks,R.Gobert,G.Hayward,E.Kanter,UTA,15,67,96.8,95,1.8,62.2,1.56,16.5,21.8,75,48.6,0.1,45.8,50.7,93.18,51.6
R.Butler,N.Hilario,A.Miller,O.Porter,K.Seraphin,WAS,13,67,106,99.2,6.8,49.2,1.72,17.9,30.2,79.7,57.3,0.1,54.2,53.9,89.39,58.1
N.Collison,R.Jackson,A.Morrow,K.Perkins,D.Waiters,OKC,10,67,76.9,85.8,-8.8,46.7,1,12.8,20,70.1,45.5,0.2,40.3,41,91.72,38.6
D.Augustin,C.Butler,J.Jerebko,J.Meeks,G.Monroe,DET,13,66,112.6,105.5,7.1,58,1.12,17.7,29.8,76.3,55.7,0.2,57.8,62.5,88.57,54.1
K.Bazemore,A.Horford,K.Korver,P.Millsap,J.Teague,ATL,17,66,111.3,108.3,3,74.5,2.56,22.2,18.5,73.7,46.8,0.1,54.7,58.3,95.69,54
B.Beal,M.Gortat,N.Hilario,O.Porter,J.Wall,WAS,13,66,107.7,94.1,13.6,77.8,1.91,22.8,28.8,81.4,56.8,0.2,54.7,57,93.37,61.4
O.Casspi,D.Cousins,B.McLemore,R.Sessions,J.Thompson,SAC,4,66,101.8,81.5,20.3,61.1,1.14,18.4,29.5,78.4,60.2,0.2,54.7,57.8,95.8,72.8
K.Irving,L.James,K.Love,M.Miller,A.Varejao,CLE,12,66,111.5,109.2,2.3,72,2.4,21.9,16.7,77.1,46.9,0.1,55,59.2,88.99,49.9
D.Cousins,R.Gay,C.Landry,R.McCallum,B.McLemore,SAC,8,65,96,119,-23,57.1,1.33,16.2,27.6,75.9,51.7,0.2,46.5,50,93.76,38.8
D.DeRozan,A.Johnson,K.Lowry,P.Patterson,T.Ross,TOR,19,65,125.7,109.9,15.8,52.6,2,17,29.4,72.6,53.1,0.1,57.2,62.9,96,59.2
B.Griffin,D.Jordan,C.Paul,J.Redick,H.Turkoglu,LAC,8,65,123.6,113.2,10.4,66.7,2.11,21.9,23.4,84.9,56,0.1,64.7,65.8,94.73,55.1
T.Harris,A.Nicholson,V.Oladipo,E.Payton,N.Vucevic,ORL,10,65,111.6,102.7,8.9,62.9,1.95,21.2,21.2,77.8,50,0.2,57,59.8,98.59,56.2
K.Irving,K.Love,T.Mozgov,I.Shumpert,J.Smith,CLE,20,65,114.5,89.8,24.7,48.1,1.53,15.1,24.6,69.6,49.2,0.1,54,58.6,98.67,62.7
P.Antic,K.Korver,P.Millsap,T.Sefolosha,J.Teague,ATL,15,64,122.5,86.6,35.8,53.2,1.57,17.4,40,89.7,66.7,0.2,58,61.7,98.02,73.3
M.Barnes,B.Griffin,D.Jordan,C.Paul,A.Rivers,LAC,14,64,123.7,105.9,17.8,60,2.17,21.4,35.4,69.1,55.2,0.1,61.3,62.3,96.78,59.1
D.DeRozan,K.Lowry,P.Patterson,T.Ross,J.Valanciunas,TOR,19,64,103.2,126.1,-22.9,42.2,1.73,11.7,26.2,64.4,41.8,0.1,42.3,49.3,93.02,34.1
R.Hibbert,S.Hill,C.Miles,L.Scola,D.Sloan,IND,8,64,71.5,110.1,-38.6,69.4,0.78,15,23.7,82.7,51.4,0.3,39.5,41.7,95.01,24.4
R.Anderson,A.Davis,T.Evans,J.Holiday,A.Rivers,NOP,18,63,119.7,102.5,17.2,44.8,1.73,14.9,33.3,75.9,55.4,0.1,53,58.5,98.79,61.9
D.Augustin,N.Collison,M.McGary,A.Morrow,D.Waiters,OKC,9,63,101.8,81.8,20.1,45.1,1.64,12.7,32.9,79.4,54.4,0.1,43.7,46.7,100.14,61.5
E.Bledsoe,G.Dragic,A.Len,M.Morris,M.Morris,PHX,17,63,108.2,100.2,8,51.8,1.61,16.6,27.6,87,56.3,0.1,52.2,54.9,101.63,54.2
E.Bledsoe,G.Dragic,M.Morris,I.Thomas,P.Tucker,PHX,19,63,111.1,109.1,2,35.3,0.95,10.6,19.3,68.6,42.6,0.1,51.4,58.9,107.06,50.7
A.Afflalo,W.Chandler,K.Faried,J.Hickson,T.Lawson,DEN,20,62,116.6,132.6,-16,47.3,1.44,15,29.4,77.8,52.1,0.1,57.9,59.6,98.86,40.6
A.Aminu,T.Chandler,M.Ellis,C.Parsons,R.Rondo,DAL,15,62,89.2,76.4,12.8,67.5,1.13,16.3,19.6,68.7,46.3,0.2,44.9,49.6,99.23,67.3
K.Bryant,E.Davis,J.Hill,W.Johnson,J.Lin,LAL,18,62,104.6,123.9,-19.3,46.4,1.37,15.9,25.5,71.4,47.1,0.2,53.6,54.5,96.17,39.3
O.Casspi,D.Cousins,C.Landry,R.McCallum,B.McLemore,SAC,7,62,101.8,113.6,-11.8,70,1.46,20,30.2,62.9,48.8,0.2,51.9,54.4,95.94,47.3
D.Collison,R.Gay,C.Landry,B.McLemore,J.Thompson,SAC,18,62,96.3,89.5,6.8,41.5,1.21,11.3,20.4,81,51.8,0.1,42.6,49.4,95.41,54.6
J.Crawford,G.Davis,S.Hawes,A.Rivers,H.Turkoglu,LAC,11,62,98.1,106,-7.9,56.8,1.79,16.1,17.2,83.3,50.8,0.1,47.1,50.7,91.91,44.2
K.Irving,L.James,K.Love,T.Thompson,D.Waiters,CLE,21,62,115.4,91.7,23.7,49.1,2.17,16.2,26.4,62.5,45,0.1,52.3,56.8,93.67,67.2
L.Mbah a Moute,N.Noel,J.Richardson,J.Sampson,I.Smith,PHI,6,62,86.8,102.1,-15.3,56.8,1.92,15.1,20.3,65.5,40.9,0.1,40.8,43,97.53,41.8
