,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,unique_id
205,16,70,96.9,110.4,-13.5,70.6,2.0,19.3,19.7,83.3,51.5,0.1,47.2,50.3,91.85,46.1,10101.2
206,9,70,109.2,116.8,-7.6,61.0,2.0,19.3,14.8,74.5,42.0,0.1,56.4,58.3,95.41,45.6,0.131
207,14,70,102.0,125.8,-23.8,46.9,1.92,13.8,21.9,64.6,43.4,0.1,44.0,50.2,90.77,39.1,21000.11
208,7,70,89.2,101.2,-12.0,49.0,1.09,13.8,22.1,77.0,50.7,0.2,43.5,47.3,95.89,43.1,10100.111
209,16,69,110.2,85.2,25.0,67.8,1.48,20.7,27.3,72.6,51.3,0.2,57.9,60.4,94.39,68.1,10101.11
210,14,69,122.3,107.9,14.5,56.3,2.25,18.0,33.9,65.2,50.0,0.1,53.8,59.1,94.69,61.9,1001.111
211,18,69,103.1,79.9,23.2,66.7,3.17,19.0,22.9,73.1,49.3,0.1,46.7,50.2,93.65,72.8,21200.0
212,8,69,102.9,104.4,-1.5,53.7,1.93,15.8,31.4,72.1,51.4,0.1,45.0,48.9,89.64,49.0,21100.01
213,18,68,103.7,95.2,8.6,80.0,1.6,21.4,32.2,66.7,50.0,0.2,50.9,54.4,91.8,57.4,101.111
214,22,68,110.5,99.5,11.0,70.7,3.15,22.0,19.4,72.9,46.7,0.1,53.2,55.2,94.42,56.4,110.012
215,11,68,102.3,96.0,6.3,58.0,1.45,16.7,25.0,72.6,51.1,0.2,48.7,53.2,91.63,53.4,10001.12
216,14,68,98.6,100.9,-2.3,56.9,2.23,15.7,21.6,72.7,45.7,0.1,44.9,48.3,98.25,49.3,11101.01
217,15,68,101.9,111.8,-9.8,64.3,1.5,16.1,16.9,74.4,41.2,0.1,49.5,54.3,89.28,42.6,1100.111
218,12,67,97.6,81.8,15.8,52.7,1.21,15.1,40.3,66.1,52.7,0.2,44.9,47.7,97.34,60.6,12000.011
219,17,67,105.0,102.9,2.1,52.7,1.32,15.9,33.9,80.3,58.1,0.2,51.3,53.7,94.82,54.0,
220,15,67,110.6,90.4,20.2,60.0,2.06,18.8,15.7,75.7,51.2,0.1,54.4,58.8,92.92,65.8,11101.01
221,15,67,96.8,95.0,1.8,62.2,1.56,16.5,21.8,75.0,48.6,0.1,45.8,50.7,93.18,51.6,11200.001
222,13,67,106.0,99.2,6.8,49.2,1.72,17.9,30.2,79.7,57.3,0.1,54.2,53.9,89.39,58.1,
223,10,67,76.9,85.8,-8.8,46.7,1.0,12.8,20.0,70.1,45.5,0.2,40.3,41.0,91.72,38.6,11100.101
224,13,66,112.6,105.5,7.1,58.0,1.12,17.7,29.8,76.3,55.7,0.2,57.8,62.5,88.57,54.1,11001.02
225,17,66,111.3,108.3,3.0,74.5,2.56,22.2,18.5,73.7,46.8,0.1,54.7,58.3,95.69,54.0,20110.01
226,13,66,107.7,94.1,13.6,77.8,1.91,22.8,28.8,81.4,56.8,0.2,54.7,57.0,93.37,61.4,
227,4,66,101.8,81.5,20.3,61.1,1.14,18.4,29.5,78.4,60.2,0.2,54.7,57.8,95.8,72.8,11001.011
228,12,66,111.5,109.2,2.3,72.0,2.4,21.9,16.7,77.1,46.9,0.1,55.0,59.2,88.99,49.9,11000.111
229,8,65,96.0,119.0,-23.0,57.1,1.33,16.2,27.6,75.9,51.7,0.2,46.5,50.0,93.76,38.8,10000.121
230,19,65,125.7,109.9,15.8,52.6,2.0,17.0,29.4,72.6,53.1,0.1,57.2,62.9,96.0,59.2,1201.001
231,8,65,123.6,113.2,10.4,66.7,2.11,21.9,23.4,84.9,56.0,0.1,64.7,65.8,94.73,55.1,10210.001
232,10,65,111.6,102.7,8.9,62.9,1.95,21.2,21.2,77.8,50.0,0.2,57.0,59.8,98.59,56.2,12.101
233,20,65,114.5,89.8,24.7,48.1,1.53,15.1,24.6,69.6,49.2,0.1,54.0,58.6,98.67,62.7,11101.001
234,15,64,122.5,86.6,35.8,53.2,1.57,17.4,40.0,89.7,66.7,0.2,58.0,61.7,98.02,73.3,10011.02
235,14,64,123.7,105.9,17.8,60.0,2.17,21.4,35.4,69.1,55.2,0.1,61.3,62.3,96.78,59.1,10011.101
236,19,64,103.2,126.1,-22.9,42.2,1.73,11.7,26.2,64.4,41.8,0.1,42.3,49.3,93.02,34.1,1201.001
237,8,64,71.5,110.1,-38.6,69.4,0.78,15.0,23.7,82.7,51.4,0.3,39.5,41.7,95.01,24.4,11100.011
238,18,63,119.7,102.5,17.2,44.8,1.73,14.9,33.3,75.9,55.4,0.1,53.0,58.5,98.79,61.9,10101.2
239,9,63,101.8,81.8,20.1,45.1,1.64,12.7,32.9,79.4,54.4,0.1,43.7,46.7,100.14,61.5,21100.1
240,17,63,108.2,100.2,8.0,51.8,1.61,16.6,27.6,87.0,56.3,0.1,52.2,54.9,101.63,54.2,2002.001
241,19,63,111.1,109.1,2.0,35.3,0.95,10.6,19.3,68.6,42.6,0.1,51.4,58.9,107.06,50.7,3001.01
242,20,62,116.6,132.6,-16.0,47.3,1.44,15.0,29.4,77.8,52.1,0.1,57.9,59.6,98.86,40.6,10110.011
243,15,62,89.2,76.4,12.8,67.5,1.13,16.3,19.6,68.7,46.3,0.2,44.9,49.6,99.23,67.3,11.111
244,18,62,104.6,123.9,-19.3,46.4,1.37,15.9,25.5,71.4,47.1,0.2,53.6,54.5,96.17,39.3,1100.012
245,7,62,101.8,113.6,-11.8,70.0,1.46,20.0,30.2,62.9,48.8,0.2,51.9,54.4,95.94,47.3,10001.111
246,18,62,96.3,89.5,6.8,41.5,1.21,11.3,20.4,81.0,51.8,0.1,42.6,49.4,95.41,54.6,21000.02
247,11,62,98.1,106.0,-7.9,56.8,1.79,16.1,17.2,83.3,50.8,0.1,47.1,50.7,91.91,44.2,10101.2
248,21,62,115.4,91.7,23.7,49.1,2.17,16.2,26.4,62.5,45.0,0.1,52.3,56.8,93.67,67.2,11000.201
249,6,62,86.8,102.1,-15.3,56.8,1.92,15.1,20.3,65.5,40.9,0.1,40.8,43.0,97.53,41.8,10111.01
