first_pos,second_pos,third_pos,fourth_pos,fifth_pos,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE
A.Crabbe,E.Davis,M.Harkless,M.Leonard,C.McCollum,POR,22,96,104.6,98.4,6.2,57.3,1.47,17.5,31.9,75.8,53.5,0.2,51.9,52.9,93.06,50.9
J.Green,D.Jordan,L.Mbah a Moute,C.Paul,J.Redick,LAC,9,95,117.8,106.5,11.3,61.7,2.78,20,18.9,72.8,47.1,0.1,56.9,60.2,94.51,57.4
J.Johnson,J.Richardson,D.Wade,H.Whiteside,J.Winslow,MIA,17,95,120,107.7,12.3,42.5,1.54,15.3,30.1,81,56.6,0.1,57.7,60.7,94.02,55.2
K.Caldwell-Pope,A.Drummond,E.Ilyasova,R.Jackson,S.Johnson,DET,31,94,98,111.1,-13.1,43.2,0.91,12.7,29.1,73.9,51.7,0.2,49.4,51.7,98.84,39.8
J.Butler,M.Dunleavy,P.Gasol,T.Gibson,D.Rose,CHI,6,93,102,101.8,0.2,68.8,2.65,19.1,30.2,78.9,53.8,0.1,44.7,48.8,99.72,51.7
S.Hawes,F.Kaminsky,J.Lamb,J.Lin,M.Williams,CHA,19,93,114.9,92.6,22.3,67.5,2.08,20.6,28.6,75.5,53.8,0.1,54.9,58.1,92.8,63
L.Allen,C.Budinger,G.Hill,J.Hill,R.Stuckey,IND,15,92,115.6,95.6,20,51.2,1.68,17.3,31.5,86.1,58.6,0.1,55,58.4,95.5,60.3
T.Ariza,P.Beverley,J.Harden,D.Howard,T.Jones,HOU,24,92,106.6,127.8,-21.2,47.7,1.15,13,24.7,65.7,43.2,0.1,50.3,55.1,98.23,36.3
D.Arthur,G.Harris,N.Jokic,E.Mudiay,J.Sampson,DEN,11,90,89.3,117.7,-28.4,59.7,1.74,15.6,28.2,76.5,49.5,0.1,39.9,43.2,99.5,35.2
Z.LaVine,S.Muhammad,R.Rubio,K.Towns,A.Wiggins,MIN,21,90,116.5,115.6,1,58.7,1.57,17.1,17.8,74.7,48.1,0.1,56.6,63,104.24,53.3
R.Anderson,N.Cole,D.Cunningham,A.Davis,J.Holiday,NOP,21,89,106,106.3,-0.3,60.9,2,17.2,18.4,77.9,44.5,0.1,49.4,54.5,99.22,50.2
G.Antetokounmpo,J.Bayless,M.Carter-Williams,K.Middleton,G.Monroe,MIL,19,89,111.9,105.7,6.1,58.3,1.5,17.2,22.5,75.3,50,0.2,55.6,59.8,100.9,55
N.Batum,A.Jefferson,J.Lin,K.Walker,M.Williams,CHA,26,89,119.1,86.1,33,57.5,1.91,17.1,25.3,75.3,52.8,0.1,54.2,60.2,97.65,71.6
A.Crabbe,E.Davis,M.Harkless,G.Henderson,D.Lillard,POR,27,89,108.6,116,-7.4,44.3,1.15,12.9,31.6,67.5,50,0.1,51,54.9,97.75,47.2
L.Galloway,J.Grant,K.Seraphin,L.Thomas,D.Williams,NYK,20,89,87.3,99.3,-12,68.4,1.34,16,18,73.7,43.6,0.2,40.4,46.9,100.93,42
G.Hayward,R.Hood,T.Lyles,R.Neto,J.Withey,UTA,12,89,108.8,116.6,-7.9,59.7,1.29,17.9,24.6,81.7,51.2,0.2,54.7,59.4,90.6,44.5
M.Belinelli,O.Casspi,W.Cauley-Stein,D.Collison,K.Koufos,SAC,23,88,95.1,109,-13.9,50,1.33,14.3,33.3,81.8,55.7,0.1,44,46.8,100.25,42.1
E.Bledsoe,T.Chandler,B.Knight,J.Leuer,P.Tucker,PHX,9,88,92.9,114.2,-21.3,41.5,0.9,12.1,19.5,80,47.4,0.2,47.7,50.4,98.57,39.6
A.Crabbe,E.Davis,M.Harkless,M.Leonard,D.Lillard,POR,27,88,97.3,111.4,-14.1,58.7,1.23,15.3,30.1,78.4,52.9,0.2,45.5,50,96.83,42.7
A.Afflalo,C.Anthony,L.Galloway,R.Lopez,K.Porzingis,NYK,15,87,104.7,95.8,8.9,64.5,2.67,16.6,24.8,79.2,48.3,0.1,43.2,49.5,94.99,54.7
L.Barbosa,H.Barnes,A.Iguodala,S.Livingston,M.Speights,GSW,25,87,99.9,104.3,-4.4,65.2,1.72,18,24.7,75.3,49.3,0.1,45.3,51.7,98.4,48.1
H.Barnes,S.Curry,D.Green,S.Livingston,K.Thompson,GSW,29,87,130.5,107.9,22.6,66.3,2.21,20.8,28.6,73.7,54.5,0.1,61.1,66.7,99.77,63.1
W.Barton,K.Faried,D.Gallinari,G.Harris,E.Mudiay,DEN,22,87,115,114.7,0.3,52.2,1.35,14.3,29.9,74.7,52,0.1,50,58.4,104.51,50.4
I.Canaan,J.Grant,N.Noel,I.Smith,H.Thompson,PHI,15,87,99.8,104.6,-4.7,60,1.44,15.8,14.6,74.7,44.1,0.1,49.3,53.8,103.41,44.5
L.Allen,M.Ellis,P.George,G.Hill,J.Hill,IND,25,86,114.4,98.4,16,60,1.77,16.6,32.9,76.5,55,0.1,50,55.9,92.2,59.4
A.Aminu,A.Crabbe,C.McCollum,M.Plumlee,N.Vonleh,POR,10,86,103.4,104.1,-0.6,56.1,1.61,16.6,17.8,71.8,46.8,0.1,52.1,54.9,95.13,51.3
J.Grant,T.McConnell,N.Noel,J.Okafor,N.Stauskas,PHI,10,86,78.7,105.6,-26.9,47.5,0.67,12.8,21.1,73.8,48.8,0.2,44.3,46.3,94.96,33.8
B.Bass,K.Bryant,J.Clarkson,J.Randle,D.Russell,LAL,31,85,124.5,116.8,7.7,46.8,4.63,15.5,30.5,75.3,51.6,0,52.3,56.8,98.2,52.6
C.Bosh,L.Deng,G.Dragic,A.Stoudemire,D.Wade,MIA,12,85,108.7,99.6,9.1,71.4,2.39,22.5,25,88.3,57.7,0.1,53,56,97.57,56.5
D.DeRozan,K.Lowry,P.Patterson,T.Ross,J.Valanciunas,TOR,32,85,131.6,101.4,30.2,53,3.67,19.1,12.7,77.3,50,0.1,62.6,67.7,95.69,68.2
J.Crawford,B.Griffin,D.Jordan,C.Paul,J.Redick,LAC,21,84,122.9,105.6,17.4,73.6,3.12,21.3,12.9,72.9,45.8,0.1,62.1,64.2,103.56,64.6
L.Deng,G.Dragic,G.Green,D.Wade,H.Whiteside,MIA,20,84,109.9,117.4,-7.5,52.9,1.48,17,31.3,70.3,51.8,0.2,52.8,56.4,91.63,46.4
T.Allen,M.Chalmers,M.Gasol,C.Lee,Z.Randolph,MEM,14,83,97,110.3,-13.3,60.7,1.54,17.6,24.6,70.8,47.7,0.2,47.4,51.1,89.72,45.6
A.Baynes,S.Blake,K.Caldwell-Pope,S.Johnson,A.Tolliver,DET,19,83,99.5,111.1,-11.5,68.7,1.84,19.3,28.8,72.7,50.3,0.1,49,50.4,94.27,48.2
J.Crawford,D.Jordan,C.Paul,P.Pierce,J.Redick,LAC,27,83,116.8,102.1,14.8,64.3,1.73,19.5,11.5,84.6,49.2,0.1,61.9,65.4,99.01,60.5
D.Dedmon,E.Fournier,A.Gordon,V.Oladipo,E.Payton,ORL,12,82,106.2,109.8,-3.6,63.5,1.81,20.1,26.5,59.7,44.1,0.2,53.4,55.8,100.8,48.3
L.Deng,G.Dragic,J.Johnson,D.Wade,H.Whiteside,MIA,15,82,118.5,104.3,14.1,53.2,2.16,17.9,32.4,76.6,55.4,0.1,53.6,57.8,96.75,57.8
K.Durant,R.Foye,E.Kanter,K.Singler,D.Waiters,OKC,13,82,101.4,124.7,-23.2,55,0.89,14.8,35.3,59,47.9,0.2,50,55,96.35,38.3
D.Augustin,W.Barton,J.Lauvergne,J.Nurkic,A.Toupane,DEN,7,81,120.4,103.8,16.5,59.7,2.09,20,35.3,80,57.1,0.1,57.8,59.4,93.27,58.6
N.Batum,A.Jefferson,C.Lee,K.Walker,M.Williams,CHA,20,81,120.9,105.7,15.2,54.2,3.25,19.1,16.2,76.7,47.5,0.1,58.3,60.8,92.96,52.9
T.Duncan,D.Green,K.Leonard,T.Parker,D.West,SAS,21,81,108.8,92,16.8,63.6,1.62,19.1,24.3,81.3,53.8,0.2,53.7,57.6,93.58,60.2
T.Ariza,J.Harden,D.Howard,T.Jones,J.Terry,HOU,16,80,92.8,108.5,-15.6,58.7,0.79,13.4,17.4,75.4,45.5,0.2,46.1,53.7,98.86,38.1
T.Ariza,J.Harden,D.Howard,T.Lawson,M.Thornton,HOU,10,80,104.1,103.8,0.2,54.5,1.71,16,28.9,77.6,50.7,0.1,48,51.1,95.48,49.1
D.Arthur,W.Barton,R.Foye,N.Jokic,J.Nelson,DEN,14,80,98,106.6,-8.6,51.7,1.72,14.3,27.6,76.9,48.7,0.1,43.5,47.3,95.2,41.8
K.Caldwell-Pope,A.Drummond,R.Jackson,S.Johnson,M.Morris,DET,26,80,115.7,98.9,16.8,38.5,1.32,11.5,31.7,76.7,57.7,0.1,52.6,57.5,106.54,63.5
J.Crawford,P.Pierce,A.Rivers,J.Smith,L.Stephenson,LAC,11,80,92.5,99.6,-7.2,61,1.2,16.9,18.9,63.5,42.8,0.2,48.9,51.2,97.03,46.9
J.Butler,P.Gasol,T.Gibson,E.Moore,D.Rose,CHI,11,79,108.2,105.3,2.9,52.9,2,16.8,28.2,76,52.7,0.1,48.9,53.4,96.87,53.3
T.Ariza,P.Beverley,C.Capela,J.Harden,T.Jones,HOU,22,78,117.7,119.5,-1.8,50,1.65,16.8,25.4,68.3,46.3,0.1,57.8,60.5,91.91,45.9
J.Crowder,A.Johnson,M.Smart,J.Sullinger,I.Thomas,BOS,14,78,103.8,98.1,5.7,59.7,1.82,17.8,27.3,76.1,50,0.1,49.7,52.2,98.94,53.9
R.Gobert,G.Hayward,R.Hood,T.Lyles,S.Mack,UTA,16,78,101.7,86.5,15.2,52.7,1.21,14.6,30.6,77.1,53.5,0.2,48.1,51.5,90.54,59
P.Hairston,J.Lin,K.Walker,M.Williams,C.Zeller,CHA,9,78,98,122.1,-24.1,61.4,1.75,17.5,11.1,77.8,39.7,0.1,50.4,53,98.14,33.3
A.Jefferson,F.Kaminsky,J.Lamb,J.Lin,K.Walker,CHA,17,78,104.3,92.1,12.2,41.7,2.08,12.8,16.9,79.2,48.1,0.1,47.8,51.8,98.22,56
M.Carter-Williams,O.Mayo,K.Middleton,G.Monroe,J.Parker,MIL,19,77,98.8,97.4,1.4,65.1,1.95,19.3,17.1,76.9,44.7,0.1,49.3,52,98.61,49.7
D.Augustin,N.Collison,E.Kanter,A.Morrow,D.Waiters,OKC,15,76,93.9,113.5,-19.7,51.9,0.85,15.1,20.4,81,53,0.2,51.7,55.3,91.98,40.3
S.Curry,F.Ezeli,D.Green,A.Iguodala,S.Livingston,GSW,20,76,132.7,84.7,48.1,59.7,1.59,18.4,43.1,80,62.9,0.2,61.4,66,106.61,76.5
K.Durant,S.Ibaka,E.Kanter,A.Roberson,R.Westbrook,OKC,26,76,111.6,105,6.5,55.7,1.77,18,26.2,72.3,52,0.1,52.9,57.6,101,55.4
T.Ariza,P.Beverley,C.Brewer,C.Capela,J.Harden,HOU,22,75,123.8,98.8,25,59.4,1.58,18,25,75.4,51.4,0.2,62.6,66.5,100.94,63.6
A.Baynes,B.Jennings,S.Johnson,M.Morris,A.Tolliver,DET,14,75,103.4,109.1,-5.7,62.5,1.4,17.1,31.9,85.9,57.9,0.2,48.1,52.8,95.35,47.3
A.Gordon,M.Hezonja,V.Oladipo,E.Payton,N.Vucevic,ORL,11,75,118.1,94.7,23.4,63.5,3.13,20.7,31.4,79.7,56.3,0.1,52.7,56.5,101.08,62.4
L.Allen,M.Ellis,P.George,J.Hill,R.Stuckey,IND,26,74,109.8,101.4,8.4,51.6,1.52,15.3,33.3,70.4,52.1,0.1,49.3,54.2,97.56,54.3
G.Antetokounmpo,J.Bayless,O.Mayo,K.Middleton,G.Monroe,MIL,10,74,91.3,104.3,-13,69.8,1.48,19.3,10.3,79.4,43.5,0.2,49.6,52,94.82,41.8
N.Bjelica,G.Dieng,Z.LaVine,S.Muhammad,T.Prince,MIN,12,74,103,113.1,-10.2,51.9,1.12,15.3,20,69.5,46.8,0.2,51.8,57.4,93.75,46
S.Hawes,F.Kaminsky,J.Lamb,J.Lin,K.Walker,CHA,21,74,101.1,86.9,14.2,62.3,1.5,16.9,13.8,71.8,47.1,0.1,50,55.6,101.53,61.7
A.Aminu,G.Henderson,D.Lillard,C.McCollum,M.Plumlee,POR,23,73,106,105.6,0.4,62.7,1.68,16.3,20,80.3,48.1,0.1,48.7,54.8,97.91,52
K.Bazemore,A.Horford,K.Korver,P.Millsap,D.Schroder,ATL,17,73,112.2,100.1,12.2,59,1.64,17.3,29.2,63.3,45.6,0.1,52.7,57.2,95.39,56.6
D.Booker,T.Chandler,A.Goodwin,A.Len,P.Tucker,PHX,9,73,82.6,104.4,-21.8,67.4,1,16.1,20,76.8,49.3,0.2,43.5,47,98.19,36
J.Crawford,W.Johnson,P.Pierce,A.Rivers,J.Smith,LAC,14,73,76.6,106.5,-29.9,44.7,0.94,9.9,11.3,67.2,35.5,0.1,35.5,40.8,97.64,23.6
M.Dellavedova,L.James,K.Love,I.Shumpert,T.Thompson,CLE,25,73,118.2,108.1,10,53.6,1.88,15.8,30,85,55.4,0.1,52.9,57,92.72,52
M.Barnes,M.Conley,M.Gasol,C.Lee,Z.Randolph,MEM,19,72,108.8,114.3,-5.5,63.6,2.06,17.9,29,78.7,52.3,0.1,49.2,53.2,94.19,46.7
M.Belinelli,D.Collison,R.Gay,K.Koufos,R.Rondo,SAC,22,72,88.5,118.8,-30.3,59.2,1.32,15.2,18.9,68.6,39.2,0.1,41.7,46.8,100,30.6
K.Caldwell-Pope,A.Drummond,R.Jackson,S.Johnson,A.Tolliver,DET,28,72,99,103.5,-4.4,36.2,1.24,10.8,31.3,86,54,0.1,45.3,47,99.57,41.9
T.Hardaway Jr.,A.Horford,K.Korver,D.Schroder,M.Scott,ATL,25,72,100.4,97.9,2.5,79.6,1.87,20.9,16.2,70.6,43.4,0.2,51.2,54.5,96.2,50.2
K.Anderson,B.Diaw,M.Ginobili,P.Mills,D.West,SAS,20,71,106.7,108.9,-2.2,62.3,2.38,20,21.3,70.7,45.4,0.1,52.4,54.5,97.13,47
T.Ariza,J.Harden,D.Howard,T.Jones,T.Lawson,HOU,16,71,106.1,112.9,-6.8,66.7,1.71,17.5,28.2,69.8,47.8,0.1,47.6,53.4,101.01,45.9
B.Bass,J.Clarkson,J.Randle,D.Russell,N.Young,LAL,18,71,93.6,115.4,-21.8,51.2,1.16,11.9,33.3,74.6,51.1,0.1,38.2,44.5,94.6,34
N.Batum,M.Kidd-Gilchrist,K.Walker,M.Williams,C.Zeller,CHA,4,71,116.3,94.5,21.8,54.1,1.5,17.6,16.7,87.3,56.8,0.2,60.8,63.9,97.19,61.5
M.Belinelli,O.Casspi,D.Collison,R.Gay,K.Koufos,SAC,25,71,103,104.6,-1.6,60.7,2,17.6,28.8,70.8,48.6,0.1,46.2,50,93.65,49.7
W.Cauley-Stein,D.Collison,D.Cousins,R.Gay,R.Rondo,SAC,13,71,118.6,97.3,21.4,64.1,2.05,19.7,28.8,78.4,57.9,0.1,55.9,61.3,102.13,69.8
J.Crowder,A.Johnson,K.Olynyk,I.Thomas,E.Turner,BOS,9,71,98.8,101.3,-2.5,57.1,2.91,16.6,26,66.7,44.9,0.1,43.2,46.8,95.37,48.3
D.DeRozan,K.Lowry,N.Powell,J.Thompson,J.Valanciunas,TOR,5,71,118.3,90.5,27.8,63.8,1.95,20.6,21.6,72.3,50,0.1,58.9,63,92.64,65.7
D.Dedmon,E.Fournier,A.Gordon,B.Jennings,V.Oladipo,ORL,8,71,111.6,107.8,3.9,53.3,2,16.9,24.6,74.1,48.7,0.1,51.9,56.2,98.64,50.8
J.Green,D.Jordan,C.Paul,P.Pierce,J.Redick,LAC,9,71,108.6,114.1,-5.5,61.9,2.29,21.3,1.7,67.1,37.2,0.1,60.3,61.2,99.83,45.8
A.Afflalo,J.Calderon,R.Lopez,K.Porzingis,L.Thomas,NYK,8,70,100.3,117.6,-17.3,49.1,1.23,16.2,18.9,68.6,47.2,0.2,53.6,55.3,89.85,42.6
T.Ariza,M.Beasley,P.Beverley,J.Harden,D.Howard,HOU,15,70,101.5,121.3,-19.7,61.1,1.38,17.7,18.6,76.5,45.5,0.2,52.2,55.8,98.16,40
B.Beal,J.Dudley,M.Gortat,G.Temple,J.Wall,WAS,20,70,113.6,95.8,17.8,60,2.25,18.1,28.1,79.7,52.8,0.1,52,56,99.11,59.7
B.Bogdanovic,J.Johnson,B.Lopez,D.Sloan,T.Young,BKN,15,70,110.2,101.3,8.9,55,1.32,17.3,19.6,81.2,53.6,0.2,57.8,60.9,101.54,55.6
T.Booker,R.Gobert,G.Hayward,R.Hood,R.Neto,UTA,23,70,105.2,109.1,-3.9,44,0.76,13.1,35.4,79.2,58.4,0.2,53.8,58,89.52,47.4
K.Faried,D.Gallinari,G.Harris,J.Lauvergne,E.Mudiay,DEN,12,70,98.1,104.5,-6.4,67.3,1.37,18.8,23.8,70.1,47.7,0.2,50,53.5,101.12,44.1
A.Afflalo,C.Anthony,J.Calderon,R.Lopez,D.Williams,NYK,20,69,95.6,119.8,-24.2,44.9,1.16,12.7,21,75.8,48.4,0.1,44.7,50,95.01,38
R.Anderson,A.Davis,T.Douglas,A.Gee,J.Holiday,NOP,18,69,108.9,92.4,16.5,68.3,2.53,21.3,16.9,84.1,50,0.1,55.4,56.7,103.59,61.3
C.Anthony,J.Grant,R.Lopez,S.Vujacic,D.Williams,NYK,5,69,109.2,104.2,5,53.8,1.27,16.2,25,68.4,50.4,0.2,54.5,58.1,92.58,53.8
O.Asik,N.Cole,D.Cunningham,A.Davis,B.Dejean-Jones,NOP,7,69,106.7,104,2.7,51.6,2.2,17.7,26.2,79,52,0.1,51.2,52.6,95.45,50.8
N.Batum,F.Kaminsky,J.Lin,K.Walker,C.Zeller,CHA,19,69,110.8,102.5,8.3,59.2,1.32,14.7,30.3,76.8,54.1,0.1,47.9,56.2,100.01,56.7
B.Biyombo,D.DeRozan,K.Lowry,N.Powell,L.Scola,TOR,9,69,116.5,102.3,14.2,58.9,1.74,16.8,37.5,73,55.1,0.1,52.4,56.2,95.61,54.6
J.Butler,P.Gasol,T.Gibson,D.McDermott,D.Rose,CHI,27,69,111.8,102.8,9,50.9,1.93,15.2,21.5,70.4,48.6,0.1,50.4,55.9,95.09,56.5
G.Dieng,S.Muhammad,R.Rubio,K.Towns,A.Wiggins,MIN,20,69,114.2,93.6,20.7,63.8,1.61,17.9,41.4,80.3,61.3,0.2,49.6,56.7,98.93,67
W.Ellington,J.Johnson,S.Larkin,B.Lopez,T.Young,BKN,23,69,94.8,97.8,-3,50,1.29,15.4,16.7,70.4,47.2,0.2,48.7,51.9,93.79,48.9
Q.Acy,D.Collison,D.Cousins,R.Gay,R.Rondo,SAC,10,68,98.1,93.7,4.4,56.6,1.5,16.2,13.8,73.1,45.6,0.1,49.2,53.4,101.19,56.2
P.Hairston,S.Hawes,J.Lin,K.Walker,M.Williams,CHA,7,68,108.7,99.3,9.4,56.9,2.23,15.8,20.6,83.6,50.4,0.1,47.2,54,101.08,54.1
A.Afflalo,C.Anthony,L.Galloway,R.Lopez,L.Thomas,NYK,21,67,108.7,92.1,16.5,49,1.09,14.9,28,81.5,58.3,0.2,52.9,58.4,95.28,61.7
T.Allen,C.Andersen,M.Barnes,J.Farmar,Z.Randolph,MEM,5,67,78.1,115.3,-37.2,57.1,1,13.2,37.5,66,49.2,0.2,35,38.2,90.62,26.6
N.Batum,A.Jefferson,J.Lamb,K.Walker,M.Williams,CHA,10,67,103.9,97.4,6.5,43.9,1.56,14.8,16.7,73.1,46.5,0.1,51.7,54.4,97.76,54.3
N.Bjelica,T.Prince,R.Rubio,K.Towns,A.Wiggins,MIN,20,67,98.6,77.9,20.6,58.3,1.65,15.3,24.6,77.3,50.4,0.1,41.8,49.3,97.55,69.9
A.Bradley,J.Crowder,J.Sullinger,I.Thomas,E.Turner,BOS,29,67,110.1,90.6,19.4,67.9,1.89,16.7,20.3,78.3,47.3,0.1,47.6,56.8,108.08,67
D.Dedmon,E.Fournier,T.Harris,V.Oladipo,E.Payton,ORL,7,67,89.2,98.5,-9.2,54.3,1.14,13.7,24.6,77,49.2,0.2,42.1,46.3,99.02,42.5
C.Joseph,K.Lowry,P.Patterson,T.Ross,J.Valanciunas,TOR,16,67,122.8,101.5,21.3,58.6,2.13,19.9,26.5,63.5,45.5,0.1,61.6,62.9,86.33,64.2
W.Barton,K.Faried,D.Gallinari,G.Harris,J.Nelson,DEN,12,66,114.6,109.3,5.3,59.3,2.91,17.1,34.3,70.6,50,0.1,46.4,52.5,93.25,52.2
M.Brown,J.Jack,J.Johnson,B.Lopez,T.Young,BKN,9,66,113.6,115,-1.4,64.4,1.9,20.9,32.7,89.4,59.6,0.2,55.9,58.2,93.9,48.8
